MSBG01,MSBG04,MSBG06D,MSBG06H,MSBG07A,MSBG07B,MSBG09,MSBG10D,MSBG10E,MSBG12A,MSBM16A,MSBM18H,MSBM19A,MSBM19C,MSBM19E,MSBM20A,MSBM20C,MSBM20D,MSBM20F,MSBM20H,MSBM20J,MSBM20K,MSBM20L,MSBM21F,MSBM21H,Target
1.852845308,3.852845308,1,1,2.441464076,2.147154692,4,2,1.147154692,1.852845308,1.852845308,1.147154692,1,1,1.147154692,2,2,3.852845308,2.147154692,2,1.147154692,3.852845308,3,3.852845308,1.147154692,YES
1,2.781980255,1,1,5.260660085,6.260660085,5,2,2,1,1.260660085,3.260660085,2,1.260660085,1.260660085,2.52132017,3.47867983,2.260660085,1.739339915,4,4,1.739339915,4,2.739339915,1.260660085,YES
1,3.554273163,1,1,5.518091054,6.518091054,5,2,2,1,1.518091054,3.518091054,2,1.518091054,1.518091054,3.036182109,2.963817891,2.518091054,1.481908946,4,4,1.481908946,4,2.481908946,1.518091054,YES
1.570241615,2.429758385,2,1.429758385,3,3,5.14048323,1.429758385,2,1,2,1,2,1.570241615,2,1.570241615,2,2,3,1.570241615,1.570241615,4,3,3.429758385,1,YES
2,1.394094316,2,1.605905684,3,2.394094316,6,1.605905684,2,1,2,1,2,2,2,1.394094316,2,2,3,2,2,4,3,3.605905684,2.211811368,YES
1,3,2,2,2.77416141,2,4,2,2,1.22583859,1.22583859,1.22583859,2,2,2,3,2,3,2.22583859,3.77416141,3.77416141,3,4,3,3,YES
1,3,2,2,2.273568776,2,4,2,2,1.726431224,1.726431224,1.726431224,2,2,2,3,2,3,2.726431224,3.273568776,3.273568776,3,4,3,3,YES
2,4,1,1.850262951,5.149737049,5.850262951,4.850262951,2,1,1,1.850262951,1,2,1.850262951,1.850262951,1,3.850262951,2.299474099,4,1,1,4,2,4,1,YES
1.881212348,3.881212348,1,1.881212348,5.237575304,6,5,2,1,1,2,1.118787652,2,2,2,1.237575304,3.762424696,2.118787652,4,1.118787652,1,4,2.118787652,4,1,YES
1.163609552,4.163609552,2,2,5.509171344,2.163609552,3.327219104,2,2,1,2,1.327219104,1.836390448,2,2,2,3.163609552,3.836390448,4,1,2.836390448,3.836390448,1.163609552,2.327219104,1,YES
1,3.852022088,1.852022088,2,5.556066264,2.147977912,3.147977912,1.852022088,2,1.147977912,2,1,2,2,2,2.147977912,3,3.852022088,3.704044176,1.147977912,3,3.852022088,1.295955824,2,1,YES
1.50409419,2.49590581,1.50409419,1.50409419,5.50409419,2.49590581,4,2,2,1.50409419,2,1,2,2,2,2,2.50409419,1.50409419,2.49590581,1,1.991811619,3.50409419,2.49590581,3.50409419,1,YES
1.126019549,2.873980451,2,2,3.378058646,2.873980451,4,2,2,1.126019549,2,1,2,1.126019549,2,1.126019549,2.126019549,2,2.873980451,1,1,4,2.873980451,4,1,YES
1.389750856,1.610249144,2,2,1.779501712,1.610249144,4,2,2,2,2,1.389750856,1,2,2,2,1.610249144,3,2.779501712,2,2,3,2.389750856,3,1,YES
2,1.399058607,2,1.600941393,3,1.798117214,4.798117214,1.600941393,2,1.600941393,2,1.600941393,1.399058607,2,2,2,1.399058607,2.600941393,3.600941393,2,2,3.399058607,3,3,1,YES
1,2.970401915,2,1.029598085,3,3.059196169,5.029598085,1.029598085,2,1,2,1.059196169,1.970401915,1.970401915,1.970401915,2,2,3,1.029598085,3,2,2.970401915,2,3.970401915,1.970401915,YES
1.909089611,2,1.090910389,1.090910389,4.818179222,5,6,1.090910389,1.090910389,1,1.090910389,3,1,1,1,2.909089611,2,3,1.090910389,2.090910389,2,3.818179222,2,3,2.818179222,YES
1,4.126776625,1,1,6.126776625,6.126776625,5.873223375,1.126776625,1.873223375,1.873223375,1.873223375,1,1,1.873223375,1.873223375,2,3,3,2.126776625,2,2,3,2.126776625,3.126776625,1,YES
1.771314588,4,1,1,5.228685412,6,5.228685412,1.771314588,2,1.228685412,2,1,1,1.228685412,2,2,3,2.228685412,2.771314588,2,2,3,2.771314588,3,1,YES
1,3.313053373,1,1,6,5.686946627,4.686946627,1.313053373,2,1,1.313053373,2.313053373,1,1.686946627,2,3.313053373,1,4,1,4,4,1,4,3,2.686946627,YES
1,3,1,1.922354507,6,5.077645493,5,1,2,1,1.922354507,2.922354507,1.922354507,2,2,3,1,4,1,3.077645493,4,1.922354507,4,2.077645493,3,YES
1.806432052,4.806432052,1.806432052,1.806432052,3.387135896,3,5,2,2,1,1.806432052,2.612864104,1,2,2,2.193567948,3.806432052,3,3.806432052,1.193567948,2.193567948,3,2.193567948,3.806432052,1,YES
1.518508906,4.518508906,1.518508906,1.518508906,3.962982187,3,5,2,2,1,1.518508906,2.037017813,1,2,2,2.481491094,3.518508906,3,3.518508906,1.481491094,2.481491094,3,2.481491094,3.518508906,1,YES
1,4.559231678,1,1.220384161,6,6,4.779615839,1,2,1,1,1,1,2,2,1.220384161,2.220384161,4,3,2,3.779615839,3.779615839,3.559231678,3.779615839,1.220384161,YES
1,5,1,1,6.097093947,6.097093947,5,1.097093947,1.902906053,1,1,1,1,1.902906053,1.902906053,1.097093947,2.097093947,3.902906053,3,2,3.805812106,3.902906053,3.902906053,4,1,YES
1,3.346531434,1,1,4.960405697,4.960405697,5,2,2,1,1.653468566,4,2,1,1.653468566,3.653468566,2.039594303,4,1,3,4,1,4,2.653468566,1.693062869,YES
1,3.670847784,1,1,3.987456647,3.987456647,5,2,2,1,1.329152216,4,2,1,1.329152216,3.329152216,3.012543353,4,1,3,4,1,4,2.329152216,2.341695569,YES
1,2,1,2,1,1,4.242422878,1.242422878,2,2,1,1,1,1.757577122,1.757577122,3.515154244,1.242422878,3.757577122,2.242422878,2,3,4,4,3.515154244,2.515154244,YES
1.442968059,1.557031941,1,2,1,1.885936118,4.442968059,1,2,2,1.442968059,1,1.442968059,1.557031941,1.557031941,3.114063882,1,3.557031941,2.885936118,2.442968059,3,3.557031941,4,3.557031941,3,YES
1.633436217,5,1.633436217,2,4.466255133,4.09969135,4.733127567,1.633436217,2,1,1,3,1.633436217,1.633436217,1.633436217,2.366563783,2,3,3.266872433,2,3.266872433,2.366563783,3.633436217,2.633436217,1,YES
1.023960654,2.071881963,2,1.023960654,3,3,5.952078691,1.023960654,2,1.976039346,1.976039346,2.023960654,2,2,2,2.976039346,2,3.976039346,1.071881963,2.976039346,3.023960654,2,3.023960654,3,1.976039346,YES
1,4,1,1.428209711,6,6,5.571790289,1.428209711,2,1.571790289,2,1,1.428209711,1.571790289,1.571790289,2.428209711,3,3,2,1.571790289,2.856419423,2.571790289,2.856419423,3,1,YES
1,3.305628671,1,2,6,6,4.305628671,2,2,1,2,1,2,1.694371329,1.694371329,1.611257342,2.305628671,3,2,1.694371329,4,2,4,3,1,YES
1,2.861896595,2,1,1,1,4.930948297,2,2,2,1,2,2,1.930948297,2,2,2.069051703,3,3,1.069051703,2,3.069051703,2,3.930948297,1.069051703,YES
1,2.956289238,2,1,1,1,4.978144619,2,2,2,1,2,2,1.978144619,2,2,2.021855381,3,3,1.021855381,2,3.021855381,2,3.978144619,1.021855381,YES
1,3,1,2,5.881664302,5.881664302,4.118335698,1.881664302,2,1.118335698,2,1,1.881664302,1.881664302,1.881664302,1,2,3,2,2.118335698,3.881664302,1.881664302,4,3,1.118335698,YES
1,2.514703169,1,2,5,4.029406339,4.514703169,1.485296831,2,1.514703169,2,1,1.485296831,1.485296831,1.485296831,1.485296831,2,3,2.485296831,2.514703169,3,1.970593661,3.514703169,2.514703169,2,YES
1,4.311854562,1,1.344072719,6,6,4.655927281,1,2,1,1,1.655927281,1.655927281,2,2,2.655927281,3,3.344072719,3.655927281,2,3,3,3.311854562,3,1.344072719,YES
1,5,1,1,6,6,4.136853354,1.863146646,2,1,1,2,2,2,2,2.136853354,3,3,3.136853354,2,3,3,3.136853354,3.863146646,1,YES
1.380827419,2.142482256,1.619172581,1.619172581,7.857517744,7.857517744,5.238345163,1.380827419,2,1,1,2.619172581,1,1,1,2,3.238345163,2.380827419,2,1.761654837,3,3.619172581,1.761654837,2.619172581,2.380827419,YES
1,1.15492751,1.84507249,1.84507249,9,9,5.690144979,1,2,1.15492751,1,3,1,1,1,2.15492751,3.690144979,2.15492751,2.15492751,1.15492751,3,3.690144979,1.15492751,3,2.15492751,YES
1.748726141,1,1,1.748726141,3,1.251273859,4.502547719,1.748726141,2,1.251273859,2,1,1.748726141,2,2,1.748726141,2,3.748726141,2.748726141,2.251273859,3.748726141,1.748726141,3,2,1.251273859,YES
1,1.859320812,1,1,3,2.859320812,5.140679188,1,2,1.140679188,2,1.859320812,1.859320812,2,2,2.718641625,1.140679188,3.859320812,2,3,3.859320812,1,3.859320812,1.140679188,2.859320812,YES
2,1,1.186154553,1.186154553,3,2.813845447,4.372309107,2,2,1.813845447,2,1,2,2,2,1.813845447,2.813845447,2.813845447,3.813845447,2,2,3.186154553,1.372309107,3.186154553,3,YES
2,1,1.619207576,1.619207576,3,2.380792424,5.238415152,2,2,1.380792424,2,1,2,2,2,1.380792424,2.380792424,2.380792424,3.380792424,2,2,3.619207576,2.238415152,3.619207576,3,YES
1.589502433,1,2,2,1,6,5.410497567,1.589502433,2,2,1.589502433,1.589502433,2,1,1,2.410497567,2.179004866,2.410497567,1.589502433,1.820995134,2.410497567,2.179004866,2,3.589502433,1.410497567,YES
1,1.359180565,2,2,1.179590282,5.28163887,5.820409718,1.179590282,2,2,1.179590282,1,2,1,1,2.820409718,1,2.820409718,1.359180565,2.640819435,2.640819435,1.359180565,2,3,1.820409718,YES
1,3,1,2,3,3,6,1,2,1.910001307,2,1,1.910001307,1,1,1,3,2,3,1,1.089998693,4,1.089998693,3.089998693,1,YES
1,2.244999919,1,2,2.244999919,2.244999919,6,1.755000081,1.244999919,2,2,1,1.244999919,1,1,1,3,2,3,1,1,4,1.755000081,3.755000081,1,YES
1,4.854081751,1,1.072959124,5.072959124,5.072959124,4.927040876,2,2,1,1.072959124,1,1.072959124,2,2,2.854081751,2,3,2,2.927040876,3.072959124,2.927040876,4,2.072959124,1,YES
1,3.884397567,1.884397567,2,5.115602433,6,4.884397567,2,2,1,2,1,2,2,2,2.768795134,2,3,3.768795134,2.884397567,3.115602433,2,4,3,1,YES
2,3,1,1.880772292,3.357683124,8.642316876,5,1.119227708,2,1.880772292,2,1.119227708,1,1,1.119227708,1.880772292,2.119227708,2,3,1.880772292,2.880772292,3,2,3,1.880772292,YES
1.394070376,3.605929624,1,2,2.394070376,9,5,1.605929624,2,2,1.394070376,1,1,1,1,2,2.605929624,2,3.605929624,2,3,3.605929624,2.605929624,3.605929624,2,YES
1.3277976,1,1,1.3277976,1.655595199,1,5.344404801,2,2,1.6722024,1.3277976,1,1.3277976,2,2,1.3277976,3.344404801,4,3,3.344404801,4,2.6722024,3.6722024,1.3277976,1,YES
1,1.276156988,1,1,1.552313976,1.552313976,6,1.723843012,2,1.723843012,1,1.276156988,1,1.723843012,1.723843012,1.552313976,4,4,3,3.447686024,3.723843012,3,4,1.276156988,1,YES
1,4.765325419,1,1,7,7,5,2,1,1.234674581,1.234674581,1,1.234674581,1.234674581,1.234674581,2,3.234674581,2.530650838,3.234674581,2,2,3.234674581,2.530650838,4,1,YES
1,3.576222642,1,1,7,6.576222642,5,2,1,1.576222642,2,1.423777358,2,2,2,2.423777358,3.152445284,1.847554716,4,2,1.576222642,4,1.847554716,4,1,YES
1.10929775,2.10929775,1,1,3.218595499,6.89070225,5,1,2,1.89070225,2,1,1,1,1.89070225,1.10929775,2,3.781404501,3,1.89070225,1,4,1,4,1,YES
1,2.089273136,1,1.089273136,3.267819407,6.910726864,4.910726864,1.089273136,1.910726864,2,2,1,1,1.089273136,2,1,2,3.821453729,3.089273136,1.910726864,1,4,1.089273136,4,1,YES
1.123742446,2.876257554,1,2,6,4.752515108,4.876257554,2,1.876257554,1.123742446,1.123742446,2,2,1.123742446,1.123742446,2.123742446,2,2.123742446,2,2.123742446,2.876257554,2,2.247484892,2.123742446,2.123742446,YES
1.599799773,2.400200227,1,2,6,2.599799773,4.400200227,2,1.400200227,1.599799773,2,2,2,2,2,2.599799773,2,3,2.400200227,2.599799773,2.400200227,2,3.599799773,2.599799773,2.599799773,YES
1,3,1,1,6.307041788,6,4.692958212,2,2,1,1.692958212,2.692958212,2,2,2,1.692958212,2.385916423,3.307041788,2.692958212,2.307041788,4,2.385916423,4,2.692958212,2.307041788,YES
1,2.712195034,1,1,6.712195034,5.856097517,4,2,2,1,1.143902483,1.856097517,2,2,2,1.287804966,1,4,1.856097517,3,4,1,4,1.856097517,3.143902483,YES
1.625998959,1.748002082,1.625998959,2,1.748002082,1.748002082,6,1.625998959,1.374001041,1.625998959,2,1,1.625998959,1.625998959,1.625998959,1,3,2.625998959,3.625998959,1,1.374001041,4,2,3.374001041,1,YES
2,1.061953959,1.938046041,2,1.123907919,1.123907919,6,1.938046041,1.061953959,1.938046041,1.938046041,1,2,1.938046041,1.938046041,1.061953959,3,2.938046041,3.938046041,1,1,4,1.938046041,3.061953959,1,YES
2,4,2,2,3,5.967556609,4,2,2,1.010814464,1.010814464,2.021628927,1.010814464,1.989185536,1.010814464,3.989185536,2,4,1.989185536,3,2.021628927,2.978371073,2.989185536,2.010814464,2.989185536,YES
1.72446906,4,1.72446906,1.72446906,3.82659282,3.55106188,4,2,2,1.72446906,2,3.72446906,1.72446906,1,2,3.27553094,1.72446906,4,1,3.27553094,4,1,2.55106188,3,2,YES
2,2.729814392,1,1,5.635092804,6.635092804,5,1.364907196,2,1,2,1.635092804,1,1.635092804,2,2,3,2,3,1.364907196,2,3,2.364907196,3,1,YES
1.563854299,2,1,1,6,6.563854299,5,1.436145701,2,1,1.563854299,1.563854299,1,1.563854299,1.563854299,2,2.563854299,2.436145701,3,1.872291402,2,3,2,2.563854299,1.436145701,YES
1.718797508,1.281202492,1,2,3.843607476,1.562404984,4.281202492,2,2,1,2,1,2,1.718797508,1.718797508,1.718797508,2,4,2.718797508,2.281202492,4,1.718797508,3.281202492,1.718797508,1.281202492,YES
1,2.356054401,1,2,6,4.068163202,4.643945599,2,2,1,2,1,2,1.356054401,1.356054401,1,2,3.643945599,2,2.643945599,4,1.356054401,4,1.712108801,1.643945599,YES
1,3,1.876746985,1.876746985,5.123253015,6.876746985,4.123253015,2,2,1.876746985,2,4,1.123253015,1,1.123253015,4,1,4,1,3,4,1,4,2.123253015,1,YES
1,4.53402849,1,1,6,6.767014245,5,2,2,1,2,4,2,1.767014245,2,4,1.767014245,3.232985755,1,3.767014245,4,1,4,2.232985755,1.767014245,YES
2,3.855930562,1.855930562,2,5.567791686,6.288138876,5.144069438,1.855930562,1.144069438,1.144069438,1.144069438,3,1.144069438,2,1.144069438,2.144069438,2.855930562,3.144069438,2.855930562,2.144069438,2,3,2.144069438,2.144069438,3,YES
2,3.950407676,1.950407676,2,5.851223028,6.099184648,5.049592324,1.950407676,1.049592324,1.049592324,1.049592324,3,1.049592324,2,1.049592324,2.049592324,2.950407676,3.049592324,2.950407676,2.049592324,2,3,2.049592324,2.049592324,3,YES
1.688205575,1.311794425,1,1.688205575,5.311794425,3,4.62358885,1,2,1,2,1,2,2,2,2,3.311794425,3.688205575,3,2,2.311794425,3.37641115,3.37641115,2.688205575,1,YES
1.843302653,1.313394693,1,1.843302653,5.156697347,3,4,1.156697347,2,1,2,1.156697347,2,2,2,2,2.843302653,3.843302653,2.843302653,2,2.156697347,4,3.843302653,3,1,YES
1.681371762,2,1.318628238,1,2.362743523,3,5.318628238,1.681371762,1.318628238,1.681371762,1.681371762,3,1,2,2,3.318628238,1.955884715,3.318628238,3.318628238,3.318628238,3.318628238,2.637256477,3.318628238,2,3,YES
1.874384538,1.874384538,1,1.125615462,2.748769075,3,5,1.874384538,1.125615462,2,2,2.748769075,1,1.874384538,2,3,1.125615462,3,3,2.874384538,3,2,3,2,3,YES
1.18752396,1.81247604,1.81247604,1,3,3,6,1,2,1.81247604,1.81247604,2.18752396,2,2,2,3,2,4,1,3,3.18752396,2,3.18752396,2.81247604,2.375047921,YES
1,2,1.993955623,1,3,3,5.993955623,1.006044377,2,1.993955623,1.993955623,2.006044377,1.993955623,1.993955623,2,3.006044377,1.993955623,4,1,3.006044377,3.006044377,1.993955623,3.006044377,3,2.006044377,YES
2,1.225584785,1,1.887207608,3.225584785,9,4,1.112792392,2,1,2,1,2,2,2,1.887207608,3,3.887207608,3,2,2.225584785,2.887207608,4,3,1.112792392,YES
2,1.447652808,1,2,3,9,4.223826404,1,2,1.223826404,2,1,1.776173596,1.776173596,1.776173596,2,2.776173596,3.552347192,3,2,2.223826404,3,3.552347192,3,1.223826404,YES
1,3,1,1.508346602,6,3,5.016693203,1.491653398,2,1.508346602,2,1.491653398,1.491653398,1.491653398,1.491653398,2,2.508346602,2.491653398,2.508346602,2,1.983306797,4,3,3.508346602,1.508346602,YES
1,3,1,2,6,3,5.558806913,1,1.558806913,2,2,1,1,1.441193087,1.441193087,1.558806913,2.558806913,2,3.441193087,2,1,3.558806913,3,4,1.558806913,YES
1,2.90975151,1,1.90975151,4.819503019,4.819503019,5.90975151,1.90975151,2,1,1.09024849,1.09024849,1.09024849,1.09024849,1.09024849,3,1,4,1.09024849,3.90975151,4,1,4,1,3.90975151,YES
1.899866758,1.200266483,1.899866758,1.100133242,3.200266483,5,3.300399725,2,2,1,1.899866758,1.899866758,1.899866758,1.899866758,1.899866758,2.100133242,1,4,1,4,4,1,4,1,3.100133242,YES
1.741915378,3,1.741915378,1.741915378,5,2.258084622,4,2,1.258084622,1,1.741915378,2,1,1,1.258084622,2.741915378,1.258084622,3.741915378,3,1.258084622,1.258084622,3,3,3,2.741915378,YES
1.410952116,3,1.410952116,1.410952116,5,2.589047884,4.589047884,2,1,1,1.410952116,2,1,1.589047884,1.589047884,2.410952116,2.178095767,4,3,1,1,3.589047884,2.410952116,3,3,YES
1,2.06923123,1,2,2,2.861537541,5,1.06923123,2,1.06923123,1,3,1.06923123,1.93076877,2,1.06923123,2.93076877,2.06923123,1.138462459,2,2,3,2.06923123,3.06923123,1.06923123,YES
1,2,1,1.186324979,4.441025064,3,5,1,2,1,1.813675021,2.186324979,1,1.186324979,1.186324979,1,3,2.813675021,1,2,2.813675021,2.186324979,3.627350043,1.372649957,1.813675021,YES
1,3.32034108,1,1,6,5.67965892,4.67965892,1.32034108,2,1,2,2.32034108,1.67965892,1.67965892,2,3.32034108,1,4,1,3.32034108,3.32034108,1,2.64068216,2.32034108,2.67965892,YES
1,3,1,1,6,6,5,1,2,1,1.328216244,2,1.328216244,2,2,3,1,4,1,3.671783756,3.671783756,1,3.343567512,2.671783756,3,YES
1.972784234,3.972784234,1,1.027215766,7.054431532,7.054431532,5.027215766,1.972784234,2,1.027215766,2,1.972784234,2,1.972784234,1.972784234,2.027215766,2,3,2.027215766,3,2.972784234,2,3.027215766,3,2.027215766,YES
1,4.013477933,1,1.493261034,7.986522067,7.986522067,5.493261034,1,2,1.493261034,2,1,1.493261034,1.506738966,1.506738966,3,2,3,2.493261034,3,2.506738966,2,3.493261034,2.493261034,3,YES
1.459250223,3,1,1.459250223,3,4.081499554,4.540749777,1.459250223,1,1,1.459250223,1.540749777,1.459250223,1,1,2,3,3.459250223,4,2,2.459250223,3.459250223,2,4,1,YES
1.858312539,3,1,1.858312539,3,3.283374921,4.141687461,1.858312539,1,1,1.858312539,1.141687461,1.858312539,1,1,2,3,3.858312539,4,2,2.858312539,3.858312539,2,4,1,YES
1.79422091,3,1,2,5.20577909,8.382662731,4,1.79422091,2,1.79422091,1.79422091,1,1.79422091,2,2,2,3,3.20577909,3,1.20577909,2.20577909,3,2,3.79422091,2,YES
2,3.999473392,1,2,6.998946785,8.000526608,4.999473392,2,2,2,2,1,1.000526608,2,2,1.000526608,3,3,3,1.999473392,1.000526608,3.999473392,2,4,1.000526608,YES
1.9591536,1,1,1.9591536,3,3,3.0408464,2,1.0408464,1,2,1,1,1.9591536,1,2.0408464,2.0408464,3,3.0408464,1.0408464,1,2.0816928,1.0816928,2.0816928,1,YES
1.338624737,1,1.338624737,1,2.322750526,2.322750526,4.338624737,2,1.661375263,1.338624737,2,1.338624737,1,1,1.338624737,2.661375263,3,3,4,2,1,3.661375263,3,3.661375263,1.338624737,YES
1,4.242389323,1,2,5.252536892,2.747463108,4.747463108,1,2,1.252536892,2,2.747463108,1,1.252536892,1.252536892,1.747463108,2,3.494926216,1,2.252536892,4,1.252536892,3.747463108,3.747463108,2,YES
1.359236079,4.640763921,1.359236079,2,4.281527841,3,4.640763921,1.359236079,2,1.359236079,2,3.359236079,1.359236079,1,1.359236079,2.359236079,2,4,1,2.359236079,4,1,3.281527841,3.640763921,2,YES
1.261836691,3.261836691,1,1.261836691,2.785510072,3.785510072,5.738163309,2,1,1,1.261836691,1,1.261836691,2,2,1,3.261836691,3.476326619,4,1,1,4,1.261836691,4,1,YES
1.191671825,3.191671825,1,1.191671825,2.191671825,2.616656349,5.616656349,2,1,1.191671825,1.191671825,1,1,1.808328175,1.808328175,1.575015476,3.191671825,4,4,1,1,4,1.191671825,3.808328175,1,YES
2,4.07536332,1,1,7,7.15072664,5,2,2,1,1.92463668,1,2,2,2,2.07536332,3,2.07536332,3,2,3.92463668,3,2.07536332,3.07536332,1.92463668,YES
1.27345916,5,1,1,7,7.546918321,5,2,1.27345916,1,1,1,1.27345916,1.27345916,1.27345916,2.27345916,3,3,3,2,2.27345916,3,3,4,1,YES
1.130564664,1.261129329,1.130564664,2,2.869435336,2,4.130564664,1.130564664,2,2,1.130564664,1,1,1,1,2,2.130564664,2.130564664,3.869435336,1.130564664,2,3.869435336,2.869435336,3.869435336,2.869435336,YES
1,2.833536676,1.916768338,2,2.083231662,2.916768338,5.833536676,1,2,2,1.916768338,1,1.916768338,1.916768338,1.916768338,1.083231662,2,1.083231662,3.083231662,2.833536676,2,3.083231662,3,3.083231662,2.083231662,YES
1,1.207448376,1,1,5.207448376,5.103724188,4,2,2,1,1.896275812,1.103724188,2,2,2,2.792551624,1,4,1.103724188,3,4,1,4,1.103724188,3.896275812,YES
1.174399259,1,1.174399259,1,4.651201483,5,3.825600741,2,2,1,2,1.174399259,2,2,2,2.825600741,1,4,1,3.174399259,4,1,4,1,3.825600741,YES
1,4.203921902,1,1,5.203921902,6,4,1.203921902,2,1,2,2,2,1.796078098,1.796078098,2,2,2.796078098,3,2,4,2,4,2.796078098,1,YES
1,4.315651373,1,1,5.315651373,6,4,1.315651373,2,1,2,2,2,1.684348627,1.684348627,2,2,2.684348627,3,2,4,2,4,2.684348627,1,YES
1.985773663,3,1,1.014226337,6.014226337,6,5.985773663,1.985773663,1.014226337,1.985773663,1.985773663,2.014226337,2,1,1.014226337,3,3,3,3,2,1.985773663,3,3.985773663,3.014226337,2.985773663,YES
2,3,1,1.472192023,5.527807977,5.527807977,5.055615953,2,1.472192023,2,1.527807977,1.527807977,1.527807977,1.472192023,1.472192023,2.527807977,2.527807977,2.527807977,2.527807977,2.472192023,2.472192023,3,3.055615953,3,3,YES
1.943306921,2,2,2,1.943306921,1.943306921,4.943306921,1,2,2,2,1.943306921,2,2,1.056693079,1.113386159,4,3,2.056693079,3,1.056693079,3.943306921,2.943306921,3,1,YES
1.945980667,2,1.945980667,2,2.054019333,2.054019333,5,1,2,2,2,1.945980667,1.945980667,2,1.054019333,1.054019333,3.891961333,2.945980667,2.054019333,2.891961333,1,3.945980667,2.945980667,3.054019333,1,YES
1.443364771,2.113270458,1,1.556635229,2.773459083,9,4,2,1.556635229,1.443364771,1,2.113270458,1.443364771,1,1,2,1.556635229,4,2.556635229,2,2.556635229,2.113270458,4,2.556635229,1.556635229,YES
2,1.097440197,1,1,5.064960131,8.935039869,4.032480066,2,1.032480066,1.967519934,1.032480066,1.032480066,2,1.032480066,1.032480066,2,1.032480066,3.967519934,2,2.032480066,2.032480066,1.032480066,3.967519934,2.032480066,1.032480066,YES
2,4.52564016,2,2,3.47435984,5.051280321,4.76282008,1.23717992,1.76282008,2.52564016,2,2,1.76282008,1.76282008,1.76282008,3,2.52564016,2.47435984,2.23717992,1,1.76282008,3.76282008,2.23717992,3.76282008,2.23717992,YES
2,4.318998959,2,2,5.043003124,6,5,1.681001041,1.318998959,1.637997917,1.318998959,2.681001041,1.318998959,2,1.318998959,2.318998959,3,2.681001041,2.681001041,1.681001041,2,3.318998959,2,2.637997917,2.681001041,YES
1.233387127,3,2,1.233387127,2.233387127,3,4.466774254,1.766612873,2,1.233387127,1.233387127,1,2,2,2,2,2,2.766612873,3,2.233387127,3,2.233387127,3,3,2,YES
1.066716599,2.066716599,1.066716599,2,3,3,6,1,2,2,2,1,2,2,2,3.866566802,2,3.866566802,2.066716599,3,3.933283401,2.066716599,3,3,2.933283401,YES
1.158841747,2.47652524,1,1,6.682316507,3,4.841158253,2,1.841158253,1,1.841158253,1.158841747,1.158841747,1.841158253,1.841158253,1.158841747,2.841158253,3.158841747,3.841158253,1.158841747,1.158841747,3.682316507,3.841158253,3.841158253,1,YES
1.946274714,4.838824141,1,1,5.107450573,3,4.053725286,2,1.053725286,1,1.053725286,1.946274714,1.946274714,1.053725286,1.053725286,1.946274714,2.053725286,3.946274714,3.053725286,1.946274714,1.946274714,2.107450573,3.053725286,3.053725286,1,YES
1.515578333,1.484421667,1,1.515578333,5.484421667,3,4.968843334,1,2,1,2,1,2,2,2,2,3.484421667,3.515578333,3,2,2.484421667,3.031156666,3.031156666,2.515578333,1,YES
1,2,1,1,5.3780556,3,6,1,2,1,1.3780556,1.6219444,1.3780556,2,2,2,2.756111201,3,3,2,2.3780556,2.6219444,2,3.243888799,1.6219444,YES
1,5,1.011195695,1,6,6,4.988804305,1.011195695,2,2,1.988804305,2,1.011195695,2,2,3.988804305,1,4,1.02239139,2.011195695,4,1.011195695,3,2,2.011195695,YES
1,5,1.234226106,1,6,6,4.765773894,1.234226106,2,2,1.765773894,2,1.234226106,2,2,3.765773894,1,4,1.468452211,2.234226106,4,1.234226106,3,2,2.234226106,YES
1,3.712933624,1.856466812,1,6,3,5.143533188,1,1.143533188,1,2,1,2,2,2,3.712933624,4,3.856466812,1.287066376,3.712933624,3.856466812,1.143533188,2.856466812,2.856466812,1.856466812,YES
1,4,1.49933352,1,6,4.00133296,4.49933352,1.50066648,1.50066648,1,2,1.50066648,2,2,2,3.49933352,2.498000561,3.49933352,1,3.49933352,3.49933352,1.50066648,3.50066648,3,2,YES
1.976370058,5,1,1,5.976370058,6,5.952740116,1.023629942,2,1,2,1,1.023629942,1,1,1.976370058,3.976370058,2.023629942,3.023629942,1,2,4,2.047259884,4,1.976370058,YES
1.001742894,5,1,1,5.001742894,6,4.003485787,1.998257106,2,1,2,1,1.998257106,1,1,1.001742894,3.001742894,2.998257106,3.998257106,1,2,4,3.996514213,4,1.001742894,YES
2,3.760800881,1,2,2.880400441,2.880400441,5.880400441,1.119599559,2,1.880400441,2,2,1,1,1,2.119599559,2,3,3.119599559,1.880400441,2.880400441,3.880400441,3,4,1.880400441,YES
2,2.244902344,1,2,1.755097656,1.755097656,5,1.755097656,2,1.244902344,2,2,1,1,1,2.755097656,2,3,4,1.244902344,2.244902344,3,2.755097656,3.755097656,1,YES
1.408413369,1.816826738,1,2,3,3,5,2,2,1,2,1.591586631,2,1.408413369,1,1.591586631,2,2,2.408413369,1.816826738,2.408413369,3,3.591586631,3,1.591586631,YES
1,1.8671873,1,1.1328127,3,3,5.8671873,1.1328127,2,1,1.1328127,2,1.1328127,1,1,2.8671873,3.734374601,3.734374601,2.8671873,1.8671873,2.8671873,3,4,2.1328127,1.1328127,YES
1,3,1.999853398,2,2,1.999853398,4.000146602,2,2,2,1.999853398,2.000146602,2,1.999853398,2,2.999853398,2,3,3,2.999853398,2.999853398,3,3.999853398,3.000146602,2.999853398,YES
