MSBG01,MSBG04,MSBG06D,MSBG06H,MSBG07A,MSBG07B,MSBG09,MSBG10D,MSBG10E,MSBG12A,MSBM16A,MSBM18H,MSBM19A,MSBM19C,MSBM19E,MSBM20A,MSBM20C,MSBM20D,MSBM20F,MSBM20H,MSBM20J,MSBM20K,MSBM20L,MSBM21F,MSBM21H,Target
2,1.016207154,1.991896423,2,1.016207154,5.991896423,4.991896423,2,2,1.991896423,1.991896423,2,1.991896423,1,1,2,2.991896423,2,2.008103577,1.008103577,2,3,2,3.991896423,1,YES
1.751370119,1.497259763,1.751370119,2,1.497259763,5.254110356,5.248629881,1.751370119,2,2,2,1.751370119,1.751370119,1,1,2,3,2,2.248629881,1,2.248629881,3,2.248629881,3.751370119,1.248629881,YES
1,2.651728288,1,2,4.955184865,7.044815135,4,2,2,1,1.651728288,1,1.651728288,1.651728288,1.651728288,1.348271712,2,3,2,2,4,2,3.651728288,3,1.348271712,YES
1,2.240556207,1.240556207,2,3,9,4.240556207,2,2,1.240556207,1.240556207,1.240556207,1,1,1,2.481112415,2,3.240556207,1.759443793,2.240556207,4,1.759443793,3.240556207,2.759443793,2,YES
2,1.542068802,1.457931198,1,3,3,4.542068802,1.542068802,1.457931198,1,1,1,1.457931198,2,2,1.542068802,2.457931198,2.457931198,2.457931198,2.457931198,3,3,2.457931198,3,2,YES
2,1,1.219351687,1.780648313,1.438703374,3,4.780648313,1,2,1.780648313,1.780648313,1,2,1.219351687,1.219351687,1.780648313,1.438703374,3,3.780648313,3,3,3,3.780648313,3,2.780648313,YES
1,3,1.947654681,2,3.157035958,2.947654681,5,1.052345319,2,1,2,1.052345319,1.052345319,1.052345319,2,2,2.947654681,3,3,2,3,2,3,2,2,YES
1,3,1.490255854,2,4.529232438,2.490255854,5,1.509744146,2,1,2,1.509744146,1.509744146,1.509744146,2,2,2.490255854,3,3,2,3,2,3,2,2,YES
1.979670982,2.959341964,1,1.020329018,3,2.020329018,5,1.020329018,2,1.979670982,1.020329018,2.979670982,1.020329018,1,1,2,2.979670982,2.979670982,2,1.979670982,2.979670982,3,2.040658036,2.020329018,2,YES
1.113989665,1.227979329,1,1.886010335,3,2.886010335,5,1.886010335,2,1.113989665,1.886010335,2.113989665,1.886010335,1,1,2,2.113989665,2.113989665,2,1.113989665,2.113989665,3,3.772020671,2.886010335,2,YES
1.641544886,1.641544886,1,1.641544886,6.358455114,5.641544886,5.358455114,1.641544886,2,1.358455114,1.358455114,1,1,1,1,1.358455114,1.716910227,1.716910227,1,1.358455114,1.358455114,1.358455114,1.358455114,1.358455114,1,YES
1.979422019,2.958844037,1,1,5.041155963,5.979422019,5.020577981,1,2,1.020577981,2,1,1,1,1,2,2.020577981,2.020577981,2.958844037,1.020577981,1.020577981,3.958844037,1.020577981,3.958844037,1,YES
1.391842845,3.608157155,1.608157155,1.608157155,6,2,3.391842845,1.608157155,2,1,1.608157155,1,2,2,2,2,2.608157155,4,4,1,2.608157155,3.608157155,1.783685689,2.391842845,1.391842845,YES
1,3.336537628,1.336537628,2,4.009612885,2.663462372,3.663462372,1.336537628,2,1.663462372,2,1,2,2,2,2.663462372,3,3.336537628,2.673075257,1.663462372,3,3.336537628,2.326924743,2,1,YES
1.159543618,2,1.840456382,2,1,1,4.159543618,1,2,2,2,1.840456382,1,1,1.159543618,2,2,3,1.840456382,2.840456382,4,1.159543618,4,2,1,YES
1.311726869,2,1.688273131,2,1,1,4.311726869,1,2,2,2,1.688273131,1,1,1.311726869,2,2,3,1.688273131,2.688273131,4,1.311726869,4,2,1,YES
1.358437062,4.641562938,1,1,7,4.283125876,4.641562938,2,1.641562938,1,2,2,1.358437062,2,2,1.716874124,2.716874124,4,1.641562938,3,2,3,1.716874124,3,2.358437062,YES
1.386608372,2.773216745,1,1,5.773216745,3,4,2,1.613391628,1,2,1.386608372,2,1.386608372,2,3,2.159825117,4,1,2.386608372,2.613391628,2.386608372,3,1.773216745,3,YES
1,3.122241993,1.122241993,1.122241993,5.122241993,5.122241993,5.122241993,1,2,1,1.122241993,1,1,1,1,1.122241993,1.244483986,2.877758007,3,1,1.877758007,3,1.877758007,2.755516014,1,YES
1,3.215230274,1.215230274,1.215230274,5.215230274,5.215230274,5.215230274,1,2,1,1.215230274,1,1,1,1,1.215230274,1.430460548,2.784769726,3,1,1.784769726,3,1.784769726,2.569539452,1,YES
2,4,1,1,5.102284108,6,4.102284108,2,1,1.897715892,1,1,2,1.102284108,1.102284108,1,3.102284108,1.897715892,4,1,1,4,1.897715892,4,1,YES
1.106934094,3.106934094,1,1,2.427736376,3.320802282,5.893065906,2,1,1,1,1,1.106934094,2,2,1,3.106934094,3.679197718,4,1,1,4,1,4,1,YES
1,3.910052168,1,1.089947832,3,3,6,1,2,1.089947832,1.089947832,1.910052168,1,1,1,2,2.089947832,2,3.910052168,1.910052168,2.089947832,3.910052168,2.089947832,3.910052168,1.089947832,YES
1.258996623,3.258996623,1,2,3,3,6,1,2,2,2,1.258996623,1,1,1,2,2.741003377,2.258996623,3,1.258996623,3,3.258996623,3,3.258996623,2,YES
1.439285231,2.560714769,2,1.439285231,3,3.878570462,5,1,2,1,2,1.439285231,2,1.560714769,1.560714769,2,2,3,1.439285231,2.560714769,2.439285231,2.560714769,2,3.560714769,2.439285231,YES
1.076751409,2.923248591,2,1.076751409,3,3.153502818,5,1,2,1,2,1.076751409,2,1.923248591,1.923248591,2,2,3,1.076751409,2.923248591,2.076751409,2.923248591,2,3.923248591,2.076751409,YES
1.23209342,3.535813161,1,1.76790658,6,6,4.23209342,2,2,1.76790658,1.76790658,2.76790658,1,1.76790658,1,2.76790658,2,3.23209342,2,2,2.23209342,3.76790658,3.76790658,3.76790658,1.23209342,YES
1,3.172210337,1,2,6.827789663,6,4.827789663,1.172210337,2,1.172210337,1.172210337,3,1.827789663,1.172210337,1.827789663,3,2.827789663,3,2.827789663,2,1.172210337,3.172210337,3.172210337,4,1.827789663,YES
1,4.911185569,1,1.911185569,6,3.177628862,5,1,2,1,1.911185569,1,1.088814431,1.088814431,1.088814431,3.822371138,1.088814431,3.822371138,1.177628862,2.911185569,3.911185569,2,3.911185569,3,2.911185569,YES
1.635193619,5,1,2,5.364806381,2.364806381,5.635193619,1,2,1.635193619,2,1,1,1.635193619,1.635193619,2.729612762,1.635193619,3.364806381,2.270387238,1.729612762,3.364806381,2.635193619,3.364806381,3.635193619,3,YES
1.494525151,2.010949699,1.494525151,1.505474849,3,2.505474849,2.516424548,2,2,1.505474849,1.505474849,1.494525151,2,1.505474849,2,3.010949699,2,3,3,2.505474849,4,2,3.494525151,3,1.505474849,YES
2,1,1.644439402,1,3,2.355560598,1.711121195,2,2,1.355560598,1.355560598,2,1.644439402,1,1.644439402,2,1.644439402,3,3,2,3.644439402,2.355560598,3.644439402,2.288878805,1.355560598,YES
1.768087073,1,2,2,3,2,6,1.768087073,2,1.231912927,1.768087073,1,1.768087073,1.768087073,1.768087073,1.231912927,2.231912927,2.231912927,3.231912927,2.231912927,2.231912927,4,3.231912927,3.536174145,2.768087073,YES
1.729836567,1.270163433,2,2,2.459673134,1.729836567,5.729836567,2,1.729836567,1.270163433,2,1,1.729836567,2,1.729836567,1.270163433,2,2.270163433,3.270163433,2,1.729836567,3.729836567,3.270163433,4,2.459673134,YES
1.405925505,3,1,2,3,7.811851011,5,1,2,1.405925505,1.405925505,1,1,1,1,2,2,3.188148989,3.594074495,1.405925505,1.811851011,3,1.405925505,1.811851011,1.405925505,YES
1,3,1,1.403965386,4.192069228,5.807930772,5,1,2,1,1,1,1,1,1,1.403965386,1.403965386,3.403965386,3.403965386,1,1.596034614,3,1.596034614,2.192069228,1,YES
1.492187092,2.492187092,1,1,3,3,3.507812908,1,1.492187092,1,1,1.492187092,1,1,1,2.507812908,2.015625815,3.492187092,2,2.507812908,3,2.492187092,2.507812908,2,1.492187092,YES
2,3,1,1,3,2.445628205,4.108743591,1,2,1.554371795,1,2.554371795,1,1,1,2,2.108743591,3.445628205,2,2,3,3,2,2,2,YES
1.03594812,1.96405188,1.03594812,1.03594812,2.928103759,6,5.96405188,1.03594812,2,2,2,1.03594812,1.03594812,1.96405188,1,2,1.071896241,1.03594812,3.928103759,1,2,3,1.03594812,1.107844361,1,YES
1.815994061,2.815994061,1,1,4.631988121,6,5.184005939,1,2,1.184005939,2,1,1,1.184005939,1,2,1.815994061,1.815994061,3.184005939,1,1.184005939,3.815994061,1,3.447982182,1,YES
1.934280643,4.868561287,1,1.065719357,6,6.868561287,5.934280643,1.065719357,2,1,1.065719357,2.065719357,2,1,1.934280643,2,2,3.934280643,3,1,3,3,2.934280643,3.065719357,1,YES
1.991193881,4.991193881,1,1,5.991193881,6.991193881,5.982387763,1,2,1,1.008806119,2,2,1.008806119,2,2,2,3.991193881,3,1.008806119,3.008806119,2.991193881,3.008806119,3,1,YES
2,1.892583772,1.553708114,2,9,9,4,1.553708114,2,2,2,3,1.553708114,2,2,2,2.107416228,3,2.107416228,2,3,2.107416228,3,3,2.892583772,YES
1.962424995,1.075150009,1.962424995,1.962424995,8.887274986,8.887274986,4,2,2,1.962424995,2,2.962424995,2,2,2,2,3,3,2.962424995,2,3.037575005,3,3,2.962424995,2,YES
1,2.476584831,1,1.476584831,6.523415169,6.523415169,4.523415169,2,1.523415169,1.476584831,2,1,1,2,2,1,2.523415169,2,4,1,1.523415169,3.476584831,2.523415169,2.429754492,1,YES
1,2,1,1,6.866322244,7,5.133677756,1.866322244,2,1,1.866322244,1,1,1.866322244,1.866322244,1,3,1.866322244,4,1,1.866322244,3.133677756,2.866322244,1.267355511,1,YES
2,4.510067058,1,2,8.020134117,6.510067058,5,2,2,1,2,2.510067058,1.510067058,1.489932942,2,3,1.489932942,3.489932942,2,2,1.979865883,2,2.469798825,3,2,YES
2,5,1,2,7.187877591,7,4.093938795,2,2,1,2,1.187877591,1.093938795,1.906061205,1.093938795,2.093938795,1.906061205,3,2.906061205,2,1.906061205,2,1.906061205,3,2.906061205,YES
2,1.057910028,1.057910028,2,3,3,5,2,1.057910028,1,1.942089972,2.942089972,2,2,2,2.115820055,2,2.057910028,3.057910028,2,3.057910028,1.942089972,2.057910028,2.942089972,1.942089972,YES
2,1.689310918,1.689310918,2,3,3,4.310689082,2,1,1,2,2.310689082,2,2,2,1.310689082,2,2.689310918,2.310689082,2.689310918,3.689310918,2,2.689310918,3,2,YES
1,3.926370856,1,1,2.963185428,2.963185428,6,1,2,1.036814572,1.036814572,2.036814572,1.036814572,1,1,2.036814572,1.036814572,3.036814572,1.036814572,3,3.036814572,2.963185428,4,3.036814572,1,YES
1.577822232,4,1,1.577822232,3,3,6,1,2,1.577822232,1.577822232,2,1,1,1,2,1.577822232,3,2.155644464,2.422177768,3,3.577822232,3.422177768,3.577822232,1.577822232,YES
2,2.268537719,1,1.731462281,8.462924562,5.194386843,5,2,1,1.731462281,2,1.268537719,1,1.731462281,2,3,1.268537719,3.268537719,2.268537719,2.731462281,2,2,3,3,2.731462281,YES
2,2.805366424,1,1.194633576,7.389267151,3.583900727,5,2,1,1.194633576,2,1.805366424,1,1.194633576,2,3,1.805366424,3.805366424,2.805366424,2.194633576,2,2,3,3,2.194633576,YES
1.395952431,2.395952431,2,2,3.791904861,1.395952431,4.791904861,1.604047569,2,2,1.604047569,2,1,1,1,2,3,2,2.604047569,2.604047569,2,3.395952431,3,3,2.604047569,YES
2,3,1.174239644,1.174239644,3.348479288,2,5.174239644,1,2,2,1,2.825760356,1,1,1,2,3,2.825760356,2,2,2.825760356,3.174239644,2.174239644,2.174239644,2,YES
1,3.141516737,1,1.929241632,2.283033473,8.858483263,5.929241632,1.929241632,2,2,1.929241632,2.070758368,1,1.929241632,1.929241632,2.929241632,2,3,2.070758368,1.070758368,3,2,3,2.070758368,3,YES
1.958960018,2.041039982,1,2,2,9,5.041039982,1.041039982,2,2,2,2,1.958960018,2,2,2.041039982,2,3,2.958960018,2.917920035,3,2,3,2,2.041039982,YES
1,2.560796407,1.439203593,2,1,1,5.560796407,1.439203593,1.560796407,1.439203593,2,1,1.560796407,1.439203593,1,1.439203593,2,2.439203593,3.439203593,1.439203593,1,2.439203593,2.878407186,3.439203593,1,YES
1,2.222128511,1.777871489,1.222128511,1,1,5.222128511,1.777871489,2,1.777871489,2,1.777871489,1.222128511,1,1,1.777871489,2,1.222128511,2.222128511,1,2.555742977,2,2,3,1,YES
1,2.38804091,1,1.61195909,1.77608182,1.77608182,4,1.38804091,1.61195909,1.61195909,2,2,1.38804091,2,1.38804091,1.61195909,3.38804091,1.38804091,3.38804091,1,1.61195909,4,1.38804091,4,1,YES
1.143754851,2.143754851,1,2,1,1,4.143754851,1,2,2,2,2,1,1.856245149,1,2,2.856245149,1.287509702,3.143754851,1.143754851,2.143754851,3.856245149,1.143754851,3.856245149,1,YES
1,3.677247384,1,1.661376308,3,6,4.661376308,2,2,1.661376308,1,3.661376308,1.338623692,2,2,4,2.677247384,4,2.984128924,3.338623692,4,1,4,1,3.338623692,YES
1,4.026625927,1,1.486687036,3,6,4.486687036,2,2,1.486687036,1,3.486687036,1.513312964,2,2,4,3.026625927,4,2.460061109,3.513312964,4,1,4,1,3.513312964,YES
1.918415119,2.081584881,1,2,2.918415119,2.918415119,6,1,2,1.081584881,1.081584881,1.163169762,2,1,1,2,2.918415119,2.081584881,3.081584881,1,1.081584881,4,1.163169762,3.918415119,1.081584881,YES
1.586360269,3,1,1.413639731,2.586360269,2.586360269,5.413639731,1,2,1.413639731,2,1.827279462,1.413639731,1.586360269,1.586360269,2,2.586360269,2.413639731,4,1.586360269,2.586360269,4,3,3,2,YES
1.281572984,3,1.718427016,2,4.436854031,9,5.718427016,1.718427016,2,1.281572984,2,1,1,1,1,1.281572984,3.436854031,1.281572984,3.718427016,1.281572984,1.563145969,3.718427016,1.281572984,3.718427016,1.281572984,YES
1.508648599,3,1.491351401,2,3.982702801,9,5.491351401,1.491351401,2,1.508648599,2,1,1,1,1,1.508648599,2.982702801,1.508648599,3.491351401,1.508648599,2.017297199,3.491351401,1.508648599,3.491351401,1.508648599,YES
1,3,1,1,3,3,4.713367391,2,1.713367391,1,2,2,2,1.286632609,2,1.713367391,3.286632609,2,3.286632609,1,1.713367391,3.286632609,2,4,1.713367391,YES
1,3.362351306,1,1,3.724702612,3,4.362351306,2,1.362351306,1,1.637648694,1.637648694,1.637648694,2,2,1.724702612,3.637648694,2.362351306,3.637648694,1.362351306,1.724702612,3.637648694,2.362351306,3.637648694,1,YES
1,2,1,1,3.474957788,4.525042212,4.762521106,2,2,1,1.237478894,1,2,1,1.237478894,3,1,4,1.762521106,2.762521106,2.237478894,2,3.762521106,1.762521106,2.237478894,YES
1,2,1,1.647496966,3,5,3.705006069,2,2,1,1,1.647496966,1.352503034,1,1,3,1,3.352503034,2,3,2.647496966,2,3.352503034,1.352503034,1.352503034,YES
1,2.674972135,2,1,3,3,5.325027865,1.674972135,2,1.325027865,1,1,1.674972135,1,1,1.325027865,2,2.65005573,2.674972135,1.674972135,2.34994427,3.325027865,1.674972135,3.325027865,1,YES
1,2.732714167,1.732714167,1.267285833,3,2.465428333,4.732714167,1.732714167,2,1.267285833,1.267285833,1,2,1,1.267285833,1.267285833,2.267285833,2,3,2,2.465428333,3.267285833,2.267285833,3,1,YES
1,3.004170842,1,2,1.008341684,3,5.004170842,1,2,1.995829158,2,1,2,2,2,2,1.995829158,3.004170842,2,3,2.995829158,1.995829158,3.004170842,3.995829158,2,YES
1,3,1.280901651,1.719098349,1.280901651,3,4.719098349,1.280901651,2,1.719098349,1.719098349,1,2,2,2,2,2,3,2.280901651,2.719098349,3,2,3,3.719098349,2,YES
1,2.882665689,1.117334311,1,6.765331378,6,4,2,2,1,1.117334311,1.882665689,1.882665689,2,2,1.234668622,1.117334311,4,2,3,4,1.117334311,4,2,2.882665689,YES
1,3.524329146,1,1,6.737835427,6,4,2,2,1,1,2,1.737835427,1.737835427,2,1.524329146,1,4,1.737835427,3.262164573,4,1,4,1.737835427,3,YES
2,1.635250386,1.317625193,2,5,2.682374807,4.635250386,1,2,1.317625193,1.682374807,1.317625193,1.682374807,1.682374807,1.682374807,2,3,3.364749614,2.682374807,2,2,4,3.682374807,3,1.317625193,YES
1.214655387,2.570689227,1,1.214655387,5.785344613,3,4,1,2,1,2,1,2,2,2,2,3,3.214655387,3.785344613,2.785344613,2,3.214655387,3.214655387,3,1.785344613,YES
1,5,1,1,6,5.525210569,4.474789431,2,2,1,1.474789431,1.525210569,1.474789431,1.474789431,2,3,1,4,1.949578863,4,4,1,4,1,3.474789431,YES
1,5,1,1.886129127,6,5.886129127,5,2,2,1,2,1.886129127,2,2,2,2.113870873,1.886129127,4,2.113870873,4,4,2.772258255,4,2.772258255,4,YES
1,3,2,1.559922229,2,2,5,1.559922229,2,1.559922229,1.440077771,1,2,2,1.440077771,1.559922229,2,2.880155543,1.440077771,3.440077771,3.440077771,1.559922229,4,3,1.559922229,YES
1,3,1.286628147,2,2,1.286628147,5,2,2,2,1,2.426743705,2,1.286628147,1.713371853,2,2,2.713371853,2.426743705,2.286628147,2.286628147,2.713371853,3.286628147,3.713371853,2,YES
1.336523698,2,2,2,1.336523698,1.336523698,4.336523698,1,2,2,2,1.336523698,2,2,1.663476302,2.326952604,4,3,2.663476302,3,1.663476302,3.336523698,2.336523698,3,1,YES
1.336133612,2,1.336133612,2,2.663866388,2.663866388,5,1,2,2,2,1.336133612,1.336133612,2,1.663866388,1.663866388,2.672267224,2.336133612,2.663866388,1.672267224,1,3.336133612,2.336133612,3.663866388,1,YES
2,2.746375869,1,1,6,8.626812065,5,1.626812065,2,1.626812065,1.626812065,1.626812065,1,1.626812065,1.626812065,1,2.373187935,2.373187935,3.373187935,1.373187935,1.373187935,4,2,3,1.373187935,YES
1.894504352,2.105495648,1,1,6,8.683513056,4.894504352,2,1.894504352,2,2,1.894504352,1,1.894504352,2,1,2,2.105495648,3,1,1,4,2.105495648,3.105495648,1,YES
1,2.530391974,1,1.530391974,6.060783947,5,5,1.530391974,2,1,2,1.530391974,2,2,2,2.469608026,2,2,3,3,3.469608026,2.530391974,3,3.469608026,2.530391974,YES
1.324088446,3.324088446,1,1.675911554,7,5,4.675911554,2,2,1,2,2.324088446,2,2,2,2.324088446,2,2.324088446,3.324088446,2.675911554,2.675911554,3,3,3.324088446,3,YES
1.756124472,2,1.756124472,1.756124472,9,9,3.243875528,1.756124472,2,2,1.756124472,2.243875528,1.756124472,1,1,3,2.756124472,3,3,2,3,2.756124472,2,3,3,YES
2,2,1.594461744,2,9,7.783385232,3.405538256,2,1.594461744,1.594461744,1.594461744,2,1.594461744,1,1,2.594461744,2.594461744,3,3,2.405538256,3,2.594461744,2,3,2.594461744,YES
1,3.134756038,1.134756038,1.865243962,8.730487924,8.865243962,5.865243962,1,2,2,1.865243962,1.134756038,2,1,1.134756038,3,2.134756038,3,2.865243962,2.865243962,2.134756038,1.865243962,3.865243962,3,2.865243962,YES
1,4.968953604,1,1.015523198,7.031046396,7.031046396,5.015523198,1,2,1.015523198,2,1,1.015523198,1.984476802,1.984476802,3,2,3,2.015523198,3,2.984476802,2,3.015523198,2.015523198,3,YES
1,2.939881044,1.030059478,1.969940522,1.060118956,2,5.969940522,2,2,1.969940522,2,4,1,1.030059478,1.030059478,4,1,4,1,2.060118956,4,1.030059478,4,1.030059478,4,YES
1,3,1.974209727,2,2.948419455,2.974209727,4.051580545,2,2,1.025790273,2,2.051580545,1,1,1.974209727,3.025790273,1,4,1.974209727,2.974209727,4,1.974209727,3.025790273,1.974209727,2.051580545,YES
1,3,1,1.221953105,6,3,4.443906211,1.778046895,2,1.221953105,2,1.778046895,1.778046895,1.778046895,1.778046895,2,2.221953105,2.778046895,2.221953105,2,2.556093789,4,3,3.221953105,1.221953105,YES
1.270474311,2.729525689,1.270474311,1.270474311,6,2.729525689,4,2,2,1.270474311,2,1.729525689,2,2,2,2,2.270474311,2.729525689,2,1.729525689,2.459051379,4,2.729525689,3.270474311,1,YES
1,3,1,1,6,6,4.756969291,2,2,1,2,2.756969291,2,2,2,2,3,3,2.756969291,2,4,3,3.756969291,2.756969291,2,YES
1,3.149674829,1.074837415,1,6,6,4,2,2,1.074837415,1.925162585,2,2,2,2,2.074837415,2.850325171,3.074837415,2.074837415,2.074837415,4,2.925162585,3,2,2.074837415,YES
1,3.765396865,1,1.882698432,6,6.117301568,4.117301568,1.882698432,2,1.882698432,1.882698432,3.117301568,1.117301568,2,1.117301568,2.882698432,2,3,1.882698432,2,2.117301568,3.648095297,4,4,1.234603135,YES
1,2.947775728,1,1,6,6.052224272,5,1.947775728,2,1,1.947775728,4,2,1.052224272,2,3.895551457,1.052224272,3.947775728,1,2.947775728,3.947775728,1,4,3.052224272,1.104448543,YES
1,3.850149943,1,2,6,6,5.850149943,1,2,1,2,1.299700114,1,2,2,3.850149943,1.850149943,4,1.850149943,2.850149943,3,3,2.299700114,3.850149943,1.299700114,YES
1,3.885356522,1,2,6,6,5.770713043,1.114643478,2,1,2,1,1.114643478,2,2,3.656069565,2,3.885356522,2,2.885356522,3.114643478,2.885356522,2.229286957,3.885356522,1,YES
1,4.866742428,1,1,5.866742428,6.866742428,4.866742428,1,2,1.866742428,1.133257572,2.866742428,1.133257572,1.133257572,1.133257572,2,2,3,3,2,3.133257572,2,3.133257572,3,2.733484856,YES
1,4.064699129,1,1,5.064699129,6.064699129,4.064699129,1,2,1,2,2,2,2,2,2,1.935300871,3.064699129,2.935300871,2.064699129,3.935300871,2,4,2.935300871,1.064699129,YES
1,2.688882802,1,1,5.688882802,3,5.311117198,1.688882802,2,1,1.688882802,2.688882802,1.688882802,1.311117198,2,2,2,3,2.311117198,2,2.688882802,2.311117198,2.688882802,4,2,YES
1.716385001,3.716385001,1.716385001,1,7.432770001,2.283614999,5.716385001,2,2,1,1.283614999,2.283614999,2,1.716385001,2,2,2,3.716385001,2.716385001,2,3.716385001,2.716385001,3,3.283614999,1.283614999,YES
1,4.55086313,1,2,6.55086313,6,5.10172626,1.44913687,2,1.44913687,1.44913687,3,1,1.44913687,1,3,2,3,2,2,2,3.44913687,3.44913687,2.89827374,1,YES
1.638674824,5,1,2,5.722650351,6,6,1,2,1.638674824,1.638674824,3,1,1.638674824,1,3,2,3,1.361325176,1.361325176,2.638674824,2.361325176,3,2,1.638674824,YES
1.118180338,1.118180338,2,2,3,2.118180338,4,2,1.881819662,1,1.118180338,1.118180338,2,2,2,1,2,2.118180338,3.763639324,3,4,2.881819662,3,2.118180338,2,YES
1.993214325,2.006785675,2,2,3,3,4.006785675,1.993214325,1.006785675,1,2,1.993214325,1.993214325,1.993214325,2,1.006785675,2.006785675,3,2.006785675,2.993214325,3.993214325,2,3,2.993214325,2,YES
1.793270056,3,1,1,3,2,5,1.206729944,2,1.793270056,1,2.793270056,1.206729944,1,1,2,2.793270056,3,1.793270056,2.413459887,3,2.586540113,2,2.206729944,2,YES
1.278514292,3,1,1,3,2,5,1.721485708,2,1.278514292,1,2.278514292,1.721485708,1,1,2,2.278514292,3,1.278514292,3.442971416,3,1.557028584,2,2.721485708,2,YES
1,2.192718251,1,2,3,3,5.614563497,1.192718251,2,2,2,1,2,2,2,4,2,3.807281749,2.192718251,3,4,2,3,3,2.807281749,YES
1,2.405662589,1,1.405662589,3,3,4.594337411,1.405662589,2,1.405662589,2,1.594337411,2,2,2,3.405662589,1.405662589,3.594337411,2.405662589,3,4,1.405662589,3.594337411,1.811325178,2.594337411,YES
1,3.395093346,1,2,3,3.790186692,4.395093346,2,1.604906654,1,2,1,1,1.395093346,1.395093346,3.395093346,2.790186692,3.395093346,2,3,3,3,3.395093346,2.395093346,1.604906654,YES
1,2.084166073,1,1.042083036,3,5,5,1.042083036,1.957916964,1.957916964,2,1,1.957916964,1.042083036,2,2.084166073,2.084166073,4,2,3,3.957916964,2.042083036,4,2.042083036,1.957916964,YES
1.628238956,1,1.628238956,1.628238956,1,1,4,1,2,2,1.371761044,1.743522089,1,1.628238956,1,2.743522089,1.371761044,3.628238956,1.628238956,4,4,2,4,1.371761044,3.628238956,YES
1.228555826,1,1.228555826,1.228555826,1,1,4,1,2,2,1.771444174,2.542888348,1,1.228555826,1,3.542888348,1.771444174,3.228555826,1.228555826,4,4,2,4,1.771444174,3.228555826,YES
1,1,1.089395431,1.910604569,3,3,5.821209137,1,2,2,1.089395431,3.089395431,1.910604569,1.910604569,2,2.910604569,2,2,3,2.089395431,2.178790863,3.910604569,3.089395431,3.910604569,1.089395431,YES
1,1,1.876226935,1.123773065,3,1.247546131,5.123773065,1,2,2,1,3,1.123773065,1.123773065,1.123773065,2.123773065,2,2,3,2,2,4,3.876226935,3.123773065,1,YES
1.553762302,1.446237698,1.446237698,1.553762302,2.553762302,4.107524604,5.446237698,1.553762302,2,1,1,1,1,1,1,1.446237698,1.446237698,3,2,3,2,1,2.446237698,2.446237698,1.553762302,YES
1.074234957,1,1.925765043,2,3,3.148469914,5,1.074234957,2,1,1.925765043,1,1.925765043,1.925765043,1.925765043,1.925765043,1.925765043,3,2,3,2,2.851530086,1.074234957,3.851530086,1.074234957,YES
1.483191709,2.483191709,1.483191709,1.483191709,5.516808291,2.516808291,5.483191709,2,2,1,1.516808291,1.483191709,1,1.483191709,1.483191709,1.516808291,3.516808291,2.516808291,3.033616582,1.516808291,1.516808291,3,2,3.516808291,1.516808291,YES
1.310430204,3.689569796,1.310430204,1.310430204,3.620860407,2.689569796,6,1.310430204,2,1,1,2,1,1.310430204,1.310430204,1.689569796,2.310430204,2,3.379139593,1.689569796,1.689569796,3.689569796,2,3.689569796,1,YES
1.47912578,4.52087422,1,1.47912578,6.47912578,6,5,1.47912578,2,1.52087422,2,2,1,2,2,3.52087422,1.47912578,4,1.47912578,2,3.52087422,1.47912578,3.47912578,2.47912578,2,YES
1,5,1,1,6,7.705297926,4.147351037,1.852648963,2,1.147351037,2,2,1.852648963,1.147351037,2,3.147351037,1.852648963,4,1,1.147351037,4,1.852648963,3.852648963,2.852648963,2,YES
1,2.799616874,1,1.799616874,2.799616874,2.799616874,4.200383126,1.799616874,2,1,1.799616874,1,1,1.200383126,1.200383126,3,1.799616874,3.200383126,2,3,3,3,3.200383126,1.799616874,2.200383126,YES
1,2,1,1,4.62107502,2.873691673,4.126308327,1.873691673,2,1,1.873691673,1,1.873691673,1.126308327,2,3,1,4,1.126308327,2.126308327,3,2.126308327,3.126308327,1,3,YES
1.421710859,1.578289141,1,1.421710859,4.734867423,9,4,1,2,1,1.421710859,1,1.421710859,2,2,2,2.421710859,3.421710859,2.421710859,1.421710859,2,2.421710859,2.843421718,2.421710859,1.578289141,YES
1.666124769,1.333875231,1.333875231,1.666124769,3,9,4.333875231,1,2,1,2,1,2,1.666124769,2,2.333875231,3,3.666124769,3.333875231,2,2.333875231,3,3.666124769,3,1.667750463,YES
2,3,1,1,3,2,5,1.963526938,2,2,1,2.036473062,1,1,1,2,3,3,2.963526938,2.963526938,2.036473062,2.036473062,2,2,2,YES
1.857521972,2.857521972,1.142478028,1.142478028,3,1.857521972,4.857521972,2,2,2,1.142478028,2,1,1,1,2,3,2.857521972,3,3,2,2.142478028,2.142478028,2.142478028,2.142478028,YES
1,4.646427199,1,1,6,5.646427199,5,1,2,1,1.646427199,1,1.353572801,2,2,2,2.646427199,2.646427199,2.353572801,2,3.646427199,2,3.646427199,2.353572801,2,YES
1.86650131,4.13349869,1,1,6.86650131,6.86650131,5,1.86650131,2,1,2,1,1.86650131,2,2,2,3,2.13349869,2.86650131,2,4,2.86650131,2.266997379,2.86650131,2,YES
1.482422548,1.517577452,1.517577452,2,1.964845096,1,4,1.482422548,2,1.517577452,2,1.517577452,1.482422548,1.482422548,1.482422548,2,2,3.482422548,2.482422548,2.517577452,4,1.482422548,3.517577452,2,1,YES
