"MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG07A","MSBG07B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG12A","MSBG12B","MSBG13A","MSBM16A","MSBM17A","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18E","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21D","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","Target"
1.48321324377321,2,2.48321324377321,4,1,1.51678675622679,1.48321324377321,1,1.51678675622679,1,1,2,5.51678675622679,3.44963973131962,4,2,2,2,1.48321324377321,2,1.51678675622679,1.48321324377321,2,2,2,2,2,2,2,2,1.48321324377321,1.51678675622679,2,2.51678675622679,1.51678675622679,2.51678675622679,2.51678675622679,3,2.48321324377321,2.51678675622679,1.51678675622679,2.51678675622679,2,2,2.51678675622679,3,2,3.03357351245359,1,2,2,1.51678675622679,2,1,1,1.48321324377321,1,2,2,2,1.48321324377321,2.51678675622679,3,2.51678675622679,3.51678675622679,2.48321324377321,2.51678675622679,2,1,3,1.51678675622679,1,3,1,2.48321324377321,1,2,1.48321324377321,1.51678675622679,2,1.51678675622679,1,1.51678675622679,2,2,4,4,4,4,3.51678675622679,4,4,3.51678675622679,"YES"
1.62883417122066,2.37116582877934,1.37116582877934,3,1.37116582877934,2,1,2,1,1,1,2,1,2.25766834244132,4.37116582877934,1.62883417122066,2,2,2,1.62883417122066,1.37116582877934,1.62883417122066,1,2,2,2,2,2,2.62883417122066,2.62883417122066,1,2,2,1,1,1.62883417122066,1,1.62883417122066,1.62883417122066,1.37116582877934,1,1,1,1.62883417122066,1,1,1,1.62883417122066,1.62883417122066,1,2,2,1.62883417122066,1,1,2,1,2.62883417122066,3,2,2.74233165755868,2.25766834244132,1.37116582877934,2.25766834244132,1,2.37116582877934,4,1,1,4,1,1,4,1,2.25766834244132,1,1.62883417122066,1.62883417122066,1,1,1,1,2,1.62883417122066,1.62883417122066,3.37116582877934,4,4,4,4,4,4,4,"YES"
2,2,1.9583861771971,3,1.9583861771971,2,1,1.0416138228029,1,1,1.9583861771971,2,1.9583861771971,2.0416138228029,4.9583861771971,2,2,2,2,2,1.9583861771971,2,1,2,2,2,2,2,1.0832276456058,3,1,2,2,1.9583861771971,1,1.0416138228029,1.9583861771971,2,2,1.9583861771971,1.9583861771971,1.9583861771971,1,1.0416138228029,1,1,1,2.9583861771971,1.0416138228029,1,1.0416138228029,1.0416138228029,1.0416138228029,1,1,2.9583861771971,1,2.0416138228029,3,2.9583861771971,3.9167723543942,2.0416138228029,1,3.9583861771971,1.9583861771971,2.9583861771971,3.0416138228029,1,1,4,1,1,4,1,1.0832276456058,1,2,1.0416138228029,1,1,1,1,2,2,2,3.9583861771971,4,4,4,4,4,4,4,"YES"
2,1.67023511254229,2.67023511254229,4.67023511254229,1.32976488745771,1.67023511254229,1,1,1,1,1,1.67023511254229,3,4.34047022508457,4.65952977491543,2,2,2,1.67023511254229,2,2,2,1.32976488745771,2,2,2,2,2,1,1,1,1,2,2,1.67023511254229,2,2,1.67023511254229,2,2,1.67023511254229,2,1.67023511254229,1,1.32976488745771,1.32976488745771,1,1.32976488745771,1,1,1.32976488745771,1.32976488745771,1.32976488745771,1,1,2,1.67023511254229,2.32976488745771,2.32976488745771,2,3,2.32976488745771,2,1.67023511254229,2,3,2,1,1,3,1.67023511254229,1.67023511254229,3,1,1,1,2,2,1,1,1,1,1,1,1,4,4,3.67023511254229,4,3.67023511254229,4,4,4,"YES"
1.375045691384,1.375045691384,3,4.375045691384,1,1.375045691384,1,1,1,1,1,2,3,6.24990861723199,4.624954308616,2,2,2,1.375045691384,2,2,2,1.624954308616,2,2,2,2,2,1,1,1,1,2,1.375045691384,1.375045691384,2,2,2,1.375045691384,2,1.375045691384,1.375045691384,1.375045691384,1,1,1,1,1.624954308616,1,1,1,1,1,1,1,2,1.375045691384,2,3.24990861723199,1.375045691384,3.624954308616,1.375045691384,1.375045691384,1.375045691384,1.375045691384,3,1.375045691384,1,1,3,1.375045691384,1.375045691384,1.75009138276801,1,1,1,2,1.375045691384,1,1,1,1,1,1,1,3.375045691384,4,4,4,4,4,4,4,"YES"
1,1,4.60661269119009,3.80330634559505,1,1.19669365440495,1,1,1,1,1,2,5.80330634559505,8.19669365440495,4.80330634559505,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1.19669365440495,2.80330634559505,1.80330634559505,3,3.19669365440495,2.39338730880991,2.19669365440495,2.80330634559505,2,2.80330634559505,2,1.19669365440495,2.19669365440495,2,1,2.80330634559505,1,2,2,2,2,1.80330634559505,1,3.19669365440495,1.19669365440495,1,4,4,1.80330634559505,3.19669365440495,3.80330634559505,2.39338730880991,3.19669365440495,1,4,2,1,3,1,1,1.80330634559505,1,4,1.80330634559505,2.39338730880991,1.59008096321486,2.39338730880991,2.19669365440495,2,1.59008096321486,1.39338730880991,2.19669365440495,2.39338730880991,2.80330634559505,2.60661269119009,4,4,4,4,4,4,"YES"
1,1,4.5421243943274,4.5421243943274,1,2,1,1.7710621971637,1,1.7710621971637,1,1.2289378028363,5.7710621971637,6.6868134085089,4,2,2,2,1.7710621971637,2,2,2,2,2,2,2,1.2289378028363,2,1.7710621971637,1,1,1.2289378028363,2,2,1,1.4578756056726,3.2289378028363,3.2289378028363,3,1.2289378028363,2,1.2289378028363,2,2,3,2.7710621971637,1,1.2289378028363,1.7710621971637,2,2,2,2,1.7710621971637,1,3.2289378028363,2.7710621971637,1,4,3.2289378028363,2.5421243943274,4,3,3.2289378028363,4,1.7710621971637,3.2289378028363,2,1.7710621971637,2.2289378028363,1.7710621971637,2.5421243943274,1.7710621971637,1.7710621971637,3.2289378028363,1.7710621971637,4,3.2289378028363,3.2289378028363,3.7710621971637,2,3.2289378028363,3,3,3.2289378028363,3.5421243943274,3.3131865914911,4,4,4,4,4,4,"YES"
1.27814343455248,1.27814343455248,2.72185656544752,2.27814343455248,1,2,1,1,1.72185656544752,1,1,1,5.27814343455248,6.27814343455248,5.72185656544752,2,2,2,1,2,2,2,2,2,1.27814343455248,2,2,2,2,2,1,1.72185656544752,2,2,1,2.27814343455248,1.27814343455248,2,2.72185656544752,2,2,2.72185656544752,2,2,2.72185656544752,2.72185656544752,2.72185656544752,3.72185656544752,1.72185656544752,1.72185656544752,1,1,1,1.72185656544752,1.72185656544752,3.44371313089505,1,2,3,2.27814343455248,2.55628686910495,1.27814343455248,2,2,2,3.44371313089505,2.55628686910495,1,1,3.72185656544752,1,1,3.44371313089505,1,1.27814343455248,1,1.27814343455248,1,1,1,1,1,1.72185656544752,1,1.27814343455248,4,4,3.72185656544752,4,4,4,4,4,"YES"
1.69069671398029,1,3.69069671398029,4.07209014194086,1,2,1,1,1.30930328601971,1,1,1,6.38139342796057,5.30930328601971,4.61860657203943,2,2,2,1.69069671398029,2,2,2,2,2,1,2,2,2,1.30930328601971,1.30930328601971,1,2,2,2,1.69069671398029,2,1.69069671398029,2.69069671398029,3,1.30930328601971,2.69069671398029,3,2,2.69069671398029,2.30930328601971,3,2.30930328601971,4,2,2,1.69069671398029,1,1.69069671398029,1.30930328601971,1.30930328601971,3.30930328601971,1,2,3,2,3.38139342796057,1.69069671398029,2,2,2,3.30930328601971,2.69069671398029,1,1,3.30930328601971,1,1,4,1,2.38139342796057,1.69069671398029,1,1,1,1,1,1,1.30930328601971,1,1,4,4,4,4,4,4,4,4,"YES"
1,1,3,4,1,1.50068374164402,1,1,1,1,1,1.50068374164402,6.49931625835598,6,4.49931625835598,2,2,2,2,1,2,2,2,2,2,2,2,2,1.50068374164402,1,1,2,2,1,1,1,1,1.49931625835598,1.49931625835598,1.49931625835598,1.49931625835598,1,1.49931625835598,1,1,1.49931625835598,1,1,1.49931625835598,2,2,1.49931625835598,2,1.49931625835598,1.49931625835598,1.99863251671195,1.49931625835598,2,2.49931625835598,2.50068374164402,4,1.49931625835598,1.49931625835598,1,1,4,2.49931625835598,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1.49931625835598,1.49931625835598,1.49931625835598,1.49931625835598,3.50068374164402,3.50068374164402,4,4,4,4,4,4,"YES"
1,1,3,4,1,1.38305018516257,1,1,1,1,1,1.38305018516257,6.61694981483743,6,4.61694981483743,2,2,2,2,1,2,2,2,2,2,2,2,2,1.38305018516257,1,1,2,2,1,1,1,1,1.61694981483743,1.61694981483743,1.61694981483743,1.61694981483743,1,1.61694981483743,1,1,1.61694981483743,1,1,1.61694981483743,2,2,1.61694981483743,2,1.61694981483743,1.61694981483743,2.23389962967485,1.61694981483743,2,2.61694981483743,2.38305018516257,4,1.61694981483743,1.61694981483743,1,1,4,2.61694981483743,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1.61694981483743,1.61694981483743,1.61694981483743,1.61694981483743,3.38305018516257,3.38305018516257,4,4,4,4,4,4,"YES"
1.79248038865626,1.79248038865626,2.79248038865626,3.20751961134374,1,2,1,1.20751961134374,1.20751961134374,1,1,1.79248038865626,3,9,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1.79248038865626,1.79248038865626,1,2,2,1,1,1,1,1.79248038865626,1,1,1,1,1,1,1,1,1,1,1.20751961134374,1.20751961134374,1,1.20751961134374,1.20751961134374,1.20751961134374,1.20751961134374,2.20751961134374,1.20751961134374,2.20751961134374,2.20751961134374,2.20751961134374,3.20751961134374,2.20751961134374,2,1.79248038865626,3,3,2.20751961134374,2,1.79248038865626,2.79248038865626,1.20751961134374,1.20751961134374,3,1.20751961134374,2.20751961134374,2,2,2,1.20751961134374,1,1,1.20751961134374,1.20751961134374,1.20751961134374,1.20751961134374,4,4,4,4,4,4,4,4,"YES"
1,1.22274559061043,1.77725440938957,4,1.22274559061043,2,1,2,2,1,1,1.22274559061043,3.66823677183129,8.55450881877914,5.22274559061043,2,2,2,1,2,2,2,1.77725440938957,2,2,2,2,2,1.22274559061043,1.22274559061043,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.22274559061043,1,1,2,1.77725440938957,1.22274559061043,1.77725440938957,2,2,2,2.77725440938957,2,2.77725440938957,3,3.22274559061043,3.77725440938957,3,2,1.22274559061043,3,2.77725440938957,3,1.77725440938957,1,2.22274559061043,2,1.77725440938957,2.77725440938957,1.77725440938957,2.77725440938957,2,2,1.77725440938957,2,1.22274559061043,1,2,2.22274559061043,2,2,4,4,4,4,4,4,4,4,"YES"
1.10330614959821,2.89669385040179,2.10330614959821,3,1.89669385040179,2,1,1.89669385040179,1.89669385040179,1,1.89669385040179,1.89669385040179,3,1.10330614959821,4.10330614959821,2,2,2,1.89669385040179,2,2,2,1.10330614959821,1.10330614959821,2,2,2,2,2,2,1,1.89669385040179,2,2,2,3,2,2.10330614959821,2.89669385040179,2.10330614959821,2.10330614959821,3,2.89669385040179,2,2.10330614959821,2,2,3,1,1.89669385040179,1,1,1,1,1,2,2,3,2.10330614959821,2.10330614959821,2.89669385040179,2,2.89669385040179,2.10330614959821,2.10330614959821,3,2.89669385040179,2,1.10330614959821,3,2,2,2.89669385040179,1.10330614959821,2.89669385040179,2,2,2.89669385040179,2.89669385040179,2,2,2,2,2,2,4,4,4,4,4,4,4,4,"YES"
1,3,2.69222921738401,2.30777078261599,2,2,1,2,2,1.69222921738401,1.30777078261599,2,2.30777078261599,1.69222921738401,4,2,2,2,2,2,2,2,1.69222921738401,1.69222921738401,2,1.30777078261599,2,2,2,2,1,2,2,2,1.30777078261599,2.30777078261599,2.69222921738401,2,3,2,2,1.61554156523198,2.30777078261599,2,2,1.30777078261599,1.30777078261599,2.30777078261599,1.69222921738401,2,1.69222921738401,1.69222921738401,1.69222921738401,1,1,2.69222921738401,1.30777078261599,2.30777078261599,2.69222921738401,2.69222921738401,3,2.69222921738401,3,2.69222921738401,2.69222921738401,3,3.69222921738401,1.30777078261599,1,3,2,2.69222921738401,3,1.69222921738401,3,2,2,3,2.30777078261599,1.30777078261599,1.30777078261599,2,2,2,2,4,4,4,4,4,4,4,4,"YES"
2,1.05379608459771,2.05379608459771,2,1.05379608459771,2,2,2,1.05379608459771,1,1.05379608459771,2,1.05379608459771,4.83861174620688,4.05379608459771,2,2,2,2,2,2,1.05379608459771,1.94620391540229,2,2,2,2,2,2,1.05379608459771,1,2,1.05379608459771,1,1,1,1,1.94620391540229,2,1,1.94620391540229,1,1.05379608459771,1,2,1,1,1,1,1.94620391540229,1,1,1,1,1,2.94620391540229,1.05379608459771,2.05379608459771,3,2,3,2,2,3,2.94620391540229,3.94620391540229,2.94620391540229,2,2,3,2,3,3,2,2.94620391540229,2,2,2,2,1.94620391540229,1,1.94620391540229,1.94620391540229,2.89240783080459,2.89240783080459,4,3.05379608459771,4,4,4,4,4,4,"YES"
1.015168473823,2.96966305235401,1.015168473823,2.984831526177,1,2,1.015168473823,1.015168473823,1,1.984831526177,1,2,1,3.03033694764599,4.984831526177,2,2,2,1.015168473823,2,2,1.984831526177,2,2,2,2,2,2,2,1.984831526177,1,2,1.984831526177,1.984831526177,1.984831526177,1.984831526177,1.984831526177,2.984831526177,1.015168473823,1.984831526177,1.015168473823,1.984831526177,1.984831526177,1.984831526177,2,1.984831526177,1.984831526177,1.984831526177,1,1.015168473823,1,1.984831526177,1.984831526177,1,1,3,1,2,3,2.984831526177,3,2,2,2.015168473823,3,2.03033694764599,3,2,2,3,2.984831526177,3,2.015168473823,2,3,2.984831526177,2,2,2,2,1.984831526177,2,2,2.015168473823,2.015168473823,4,3.984831526177,4,4,4,4,4,4,"YES"
1.6666746342089,1,4.33334926841781,5,1,2,1,1,1,1,1,1.3333253657911,6,5.6666746342089,4.3333253657911,2,2,2,2,2,1.3333253657911,2,1.6666746342089,2,2,2,2,2,1,1,1,1.3333253657911,2,2.6666746342089,2,2,2,3,3.33334926841781,2.3333253657911,1.66665073158219,2,2,1,1,2.6666746342089,2,2,2,2,1.6666746342089,1.6666746342089,1.6666746342089,1,1,2.6666746342089,3.00002390262671,2,3,2,3,2,1.6666746342089,2.6666746342089,2.3333253657911,3.6666746342089,1.3333253657911,1.3333253657911,1,3.6666746342089,1.6666746342089,1,4,1.6666746342089,3.00002390262671,1,1.3333253657911,1.6666746342089,2,1,1.3333253657911,1.3333253657911,2,2,3,1.66665073158219,3.6666746342089,4,3.3333253657911,4,3.6666746342089,3.6666746342089,4,"YES"
2,1.65196789498441,3.69606421003118,4.34803210501559,1,1.34803210501559,1.65196789498441,1,1,1,1,1.65196789498441,5.34803210501559,5.34803210501559,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1.65196789498441,1.65196789498441,1.65196789498441,1,2,2.34803210501559,1.34803210501559,2,2,3,3.34803210501559,2,1,2,2,1.65196789498441,1.65196789498441,3,2,2,1.34803210501559,2,2,1.34803210501559,2,1,1,2.34803210501559,2.04409631504677,2,2.34803210501559,2,2.34803210501559,2,2.65196789498441,2.34803210501559,2.65196789498441,3.34803210501559,1.65196789498441,1.65196789498441,1,3.34803210501559,1.34803210501559,1,3.34803210501559,1.34803210501559,3.34803210501559,1,1.65196789498441,2,1.34803210501559,1.65196789498441,1,1,1.34803210501559,2,2.34803210501559,2.95590368495323,4,4,3.65196789498441,3.34803210501559,4,4,3.34803210501559,"YES"
1,1,2,3,1,1.35610506939702,1,1,1,1.64389493060298,1,1,3,4.28778986120597,5,2,2,2,1.35610506939702,2,2,2,1.64389493060298,2,2,2,1.64389493060298,2,1,1,1,1.64389493060298,2,3.64389493060298,2.64389493060298,4,4,4,4,3.64389493060298,3.64389493060298,4,1.35610506939702,3.28778986120597,4,2.35610506939702,2,4,1.64389493060298,1,1.64389493060298,2,2,1,1,4,1.64389493060298,1,4,4,1,2.71221013879403,2.71221013879403,4,4,1,4,1,1,1,1,1.35610506939702,3,2,3,1.64389493060298,2,1.64389493060298,2.64389493060298,1.64389493060298,1.35610506939702,1.64389493060298,2,1.64389493060298,1.64389493060298,2.93168479180895,4,3.35610506939702,4,4,4,4,4,"YES"
1,1,2.57888639206067,3.57888639206067,1,1.57888639206067,1,1,1.57888639206067,1.42111360793933,1,1,4.736659176182,5.57888639206067,5,2,2,2,1.57888639206067,2,2,2,2,2,1.42111360793933,2,2,2,1,1,1,2,2,3.42111360793933,2.42111360793933,3.42111360793933,4,4,4,4,4,4,2.736659176182,4,4,3.15777278412133,3.15777278412133,4,2,1,1.42111360793933,2,2,1,1,4,2,1,4,3.42111360793933,1,3.15777278412133,2.57888639206067,4,4,1,4,1,1.57888639206067,2.15777278412133,1,1,3,1.42111360793933,1.84222721587867,2,2,1.42111360793933,2.42111360793933,1.42111360793933,1.57888639206067,2,2,2,2,4,3.42111360793933,2.42111360793933,4,4,4,4,4,"YES"
1.10507645620964,2,1.31522936862893,3.10507645620964,1,1,1,1.89492354379036,1,1.89492354379036,1,1.89492354379036,3,2.10507645620964,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.89492354379036,1.89492354379036,1,1,1.89492354379036,1,1,1,1,1,2,1.10507645620964,2.89492354379036,3,3,3.89492354379036,2.10507645620964,2.89492354379036,2,2.89492354379036,4,3.78984708758071,1,1,2.89492354379036,1,1.10507645620964,2,1,1.89492354379036,1.21015291241929,1,1,1,1,1,1,1,1,1,3.89492354379036,3.89492354379036,3.89492354379036,4,4,3.89492354379036,3.89492354379036,4,"YES"
1.84075624053366,2,3.84075624053366,4,1,1,1,1,1.15924375946634,1,1,1.15924375946634,3,3.47773127839901,6,2,2,2,1,2,2,2,1.84075624053366,2,2,2,2,2,2,2,1.84075624053366,1,2,1,1,1,1.15924375946634,1,1,1,1,1,1,1,1,1,1,1,1.15924375946634,1,1.15924375946634,1.15924375946634,1.15924375946634,1.15924375946634,1.15924375946634,2.15924375946634,2,2,3.15924375946634,3,3,3,2.15924375946634,2.15924375946634,2.15924375946634,3.84075624053366,2.15924375946634,1,1,2.15924375946634,1,1.84075624053366,2.15924375946634,1,1,2.68151248106733,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3.15924375946634,3.15924375946634,4,"YES"
1,1.65305598219857,2,4,1,2,1,1,1.65305598219857,1,1,1,5.65305598219857,3,5.34694401780143,1.34694401780143,2,1.65305598219857,1.65305598219857,2,2,2,1,1.34694401780143,2,2,2,2,1,1,1,1.65305598219857,2,1,1,2,1.34694401780143,2.34694401780143,1.69388803560287,2,1.34694401780143,1,1,1.65305598219857,2.34694401780143,1.69388803560287,2,1.34694401780143,1,1,1.34694401780143,1,1.34694401780143,1.34694401780143,1.34694401780143,2,1.34694401780143,3.30611196439713,3,2,3.65305598219857,2,2,1.34694401780143,2,3,2,1.65305598219857,1,4,1.34694401780143,1.34694401780143,4,1.34694401780143,2,1.65305598219857,1.65305598219857,1.65305598219857,1,1,1.65305598219857,1,1,1,1.65305598219857,4,4,4,4,4,4,4,4,"YES"
1,1.99533190019429,2,4,1,2,1,1,1.99533190019429,1,1,1,5.99533190019429,3,5.00466809980571,1.00466809980571,2,1.99533190019429,1.99533190019429,2,2,2,1,1.00466809980571,2,2,2,2,1,1,1,1.99533190019429,2,1,1,2,1.00466809980571,2.00466809980571,1.00933619961143,2,1.00466809980571,1,1,1.99533190019429,2.00466809980571,1.00933619961143,2,1.00466809980571,1,1,1.00466809980571,1,1.00466809980571,1.00466809980571,1.00466809980571,2,1.00466809980571,3.99066380038857,3,2,3.99533190019429,2,2,1.00466809980571,2,3,2,1.99533190019429,1,4,1.00466809980571,1.00466809980571,4,1.00466809980571,2,1.99533190019429,1.99533190019429,1.99533190019429,1,1,1.99533190019429,1,1,1,1.99533190019429,4,4,4,4,4,4,4,4,"YES"
1,1,4.44329886417836,4,1,1.72164943208918,1,1,1,1,1,2,7.55670113582164,7.55670113582164,5,2,2,2,1.72164943208918,2,2,2,2,2,1.27835056791082,2,2,2,1.27835056791082,1.27835056791082,1,1,2,3,2,4,3.72164943208918,4,3,3.27835056791082,2.27835056791082,3,2.27835056791082,1.27835056791082,2.27835056791082,2.27835056791082,2,3.27835056791082,1.72164943208918,2,2,1.27835056791082,2,1,1,3.44329886417836,1.72164943208918,1.55670113582164,3.72164943208918,3.72164943208918,1,2.27835056791082,3,4,3.27835056791082,2.44329886417836,3.27835056791082,2.27835056791082,2,2,1.72164943208918,2.27835056791082,3,1.27835056791082,1.72164943208918,2.27835056791082,2.72164943208918,2,2.72164943208918,1.27835056791082,2,3.44329886417836,1,1.72164943208918,1.72164943208918,4,4,4,4,4,4,4,4,"YES"
1,1,3,4.54400836117566,1,1,1,1,1,1,1,2,7.91198327764869,9,5.54400836117566,2,2,2,1,2,2,2,2,2,2,2,2,2,1.45599163882434,2,1,1.54400836117566,2,3,3.08801672235131,4,2.45599163882434,4,3,4,2.45599163882434,3,2.45599163882434,2,3,3.54400836117566,2.54400836117566,4,1.54400836117566,2,1.45599163882434,2,2,1,1,2,1,2.45599163882434,3,3,1.54400836117566,3,3,4,3.45599163882434,1.54400836117566,3.45599163882434,2.45599163882434,1.45599163882434,2,1,1.91198327764869,3,1.45599163882434,1,2.45599163882434,2,1.45599163882434,1.45599163882434,2,2,1.45599163882434,1.54400836117566,1.54400836117566,2.08801672235131,3.45599163882434,4,4,4,4,4,4,4,"YES"
1.85831702547148,1.85831702547148,1,3.28336594905704,2,2,1,2,1,1.14168297452852,1,2,3.28336594905704,1.85831702547148,6,2,2,1.85831702547148,1.85831702547148,2,2,2,2,2,2,2,1.14168297452852,2,1,1.85831702547148,1,2,2,1,1,1.14168297452852,1,1.14168297452852,1,1.14168297452852,1,1,1,1,1,1,1,1,2,1.14168297452852,2,1.85831702547148,2,1.14168297452852,1.14168297452852,1,1,2.14168297452852,2.14168297452852,3,3,2.14168297452852,2,1,2,4,3,1,1,4,1,1.14168297452852,4,1,2.71663405094296,1.14168297452852,1.85831702547148,1.85831702547148,1,1.14168297452852,1,1,2,2,2,4,4,4,4,4,4,4,4,"YES"
2,1.47222768142819,1,3,2,1.47222768142819,1,2,1,1,1,1.47222768142819,4.05554463714361,2,4.94445536285639,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1.47222768142819,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.47222768142819,1,1.47222768142819,1.47222768142819,1.47222768142819,1,1,1,1,2,2.52777231857181,2.47222768142819,3.52777231857181,1.47222768142819,1.47222768142819,1,1.47222768142819,4,2.47222768142819,1,1,4,1,1,4,1,2.47222768142819,2.05554463714361,2,1.47222768142819,1,1,1,1,1.47222768142819,1.47222768142819,1.47222768142819,4,4,4,4,4,4,4,4,"YES"
1,1.64082953543402,1.35917046456598,4,1.64082953543402,2,1,2,2,1,1,1.64082953543402,4.92248860630207,7.71834092913195,5.64082953543402,2,2,2,1,2,2,2,1.35917046456598,2,2,2,2,2,1.64082953543402,1.64082953543402,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.64082953543402,1,1,2,1.35917046456598,1.64082953543402,1.35917046456598,2,2,2,2.35917046456598,2,2.35917046456598,3,3.64082953543402,3.35917046456598,3,2,1.64082953543402,3,2.35917046456598,3,1.35917046456598,1,2.64082953543402,2,1.35917046456598,2.35917046456598,1.35917046456598,2.35917046456598,2,2,1.35917046456598,2,1.64082953543402,1,2,2.64082953543402,2,2,4,4,4,4,4,4,4,4,"YES"
1.49519154825248,1.50480845174752,1.99038309650496,4,1.50480845174752,1.50480845174752,1,1.50480845174752,1.50480845174752,1,1,1.50480845174752,6,6.00961690349504,5.00961690349504,1.50480845174752,2,2,1.49519154825248,2,2,2,1.49519154825248,2,1.50480845174752,2,2,2,1.50480845174752,1.50480845174752,1,1.50480845174752,2,1,1,1,1,1,1,1,1,1,1,1,1,1.50480845174752,1,1,2,1,1.50480845174752,1,1.50480845174752,1.50480845174752,1.50480845174752,2,2,2,3,3.50480845174752,3,3,2,2,2.50480845174752,2.49519154825248,3,1.49519154825248,1,3,2,1,2.49519154825248,1.49519154825248,2,2,2,1.49519154825248,2,1.50480845174752,1,2,2.50480845174752,2,2,4,4,4,4,4,4,4,4,"YES"
1.0388556891121,1,2.9611443108879,3,2,1.9611443108879,1,1.9611443108879,1.9611443108879,2,1,1.9611443108879,3,3,5,2,2,2,1.0388556891121,2,2,2,2,2,2,2,1.9611443108879,2,1,1,1,2,2,2,1,2,2,2.0388556891121,2,2,1.0388556891121,2,2,2,2,2.0388556891121,2,2,1.0388556891121,2,1,1.0388556891121,1.9611443108879,1.9611443108879,1,2.07771137822419,1.0388556891121,2.92228862177581,3.0388556891121,3.0388556891121,2.9611443108879,2.0388556891121,2.07771137822419,2.07771137822419,3,1.9611443108879,3.0388556891121,1.9611443108879,2,1.9611443108879,1.0388556891121,2,2,1.9611443108879,2,2,2,1.9611443108879,1.9611443108879,1,2.0388556891121,2,2.0388556891121,2,2,4,4,4,4,4,4,4,4,"YES"
1.91904558544047,1,2.08095441455953,3,2,1.08095441455953,1,1.08095441455953,1.08095441455953,2,1,1.08095441455953,3,3,5,2,2,2,1.91904558544047,2,2,2,2,2,2,2,1.08095441455953,2,1,1,1,2,2,2,1,2,2,2.91904558544047,2,2,1.91904558544047,2,2,2,2,2.91904558544047,2,2,1.91904558544047,2,1,1.91904558544047,1.08095441455953,1.08095441455953,1,3.83809117088094,1.91904558544047,1.16190882911906,3.91904558544047,3.91904558544047,2.08095441455953,2.91904558544047,3.83809117088094,3.83809117088094,3,1.08095441455953,3.91904558544047,1.08095441455953,2,1.08095441455953,1.91904558544047,2,2,1.08095441455953,2,2,2,1.08095441455953,1.08095441455953,1,2.91904558544047,2,2.91904558544047,2,2,4,4,4,4,4,4,4,4,"YES"
1,1,3,3.95086259394884,1.04913740605116,2,1,2,1.04913740605116,1.04913740605116,1.95086259394884,2,3,3,4.04913740605116,2,2,2,1.95086259394884,2,2,1.04913740605116,2,2,2,2,2,2,1,1,1,2,2,2,1.95086259394884,2,2.95086259394884,2.95086259394884,2,2,1.95086259394884,2,2.95086259394884,2.95086259394884,2.95086259394884,2,2.95086259394884,2.95086259394884,1,1.04913740605116,1,1,2,2,1.95086259394884,2.95086259394884,1,1.09827481210232,3.95086259394884,3,2.04913740605116,2.95086259394884,2.95086259394884,3.90172518789768,3.95086259394884,2,3,2.95086259394884,1.04913740605116,1.04913740605116,1.95086259394884,2,2,1.04913740605116,2,2.95086259394884,2.95086259394884,2,2,1.95086259394884,2,2,2,2,2,4,4,4,4,4,4,4,4,"YES"
