"","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG07A","MSBG07B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG12A","MSBG12B","MSBG13A","MSBM14","MSBM15","MSBM16A","MSBM17A","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","TOTWGT","AtRisk"
"68",1,1,3,5,1,2,1,1,2,1,1,1,6,8,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,200,100,2,2,3,1,2,4,4,2,2,2,1,1,2,1,1,3,2,1,2,1,1,1,1,3,2,1,4,4,1,4,4,4,4,1,4,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,4,4,3,4,4,4,4,4,251.388833,"0"
"69",1,1,5,5,1,1,1,1,1,1,2,1,7,7,5,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,200,120,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,3,2,1,4,2,1,1,2,4,2,1,1,3,1,4,1,1,1,2,1,1,1,1,1,1,1,1,4,3,3,4,4,2,3,4,314.236041,"0"
"70",1,1,3,4,1,2,1,1,2,1,1,1,6,6,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,200,0,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,1,1,4,2,1,4,3,1,4,3,4,4,1,4,1,2,3,1,3,1,1,2,2,1,2,1,2,2,2,2,2,4,3,2,4,4,4,4,4,251.388833,"1"
"71",1,1,3,5,1,2,1,1,1,1,1,1,5,6,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,200,10,2,1,3,2,3,4,3,2,2,3,2,3,3,2,3,4,1,1,1,1,2,2,2,3,2,2,4,4,2,3,3,2,3,2,4,3,2,2,2,1,2,3,2,3,1,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,251.388833,"0"
"72",1,1,5,4,1,1,1,2,1,2,1,1,3,3,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,200,90,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,1,1,2,1,3,2,3,2,3,2,2,3,2,3,2,3,1,2,3,1,2,2,2,2,2,1,3,2,2,1,2,1,4,4,3,4,4,3,4,251.388833,"0"
"73",1,2,2,4,1,2,1,1,2,1,1,2,7,7,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,220,120,2,2,2,2,2,2,3,3,2,1,1,1,2,2,2,3,2,2,1,2,2,1,1,1,2,2,2,2,4,2,2,2,3,3,2,2,2,3,2,3,1,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,251.388833,"0"
"74",1,2,3,5,1,2,1,1,1,1,1,2,6,7,5,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,200,10,2,2,1,1,2,3,2,2,3,2,2,2,3,2,2,1,2,1,2,1,2,2,2,4,4,1,4,4,3,4,4,4,4,1,4,2,2,1,1,1,1,4,2,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,251.388833,"0"
"75",1,1,3,5,1,2,1,1,2,2,1,1,6,3,5,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,200,90,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,4,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,4,3,2,2,1,1,4,1,4,2,2,1,2,2,1,1,3,1,1,1,2,1,4,4,3,4,4,4,4,251.388833,"0"
"76",1,1,5,4,1,2,1,1,1,1,1,2,8,8,6,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,200,200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1,2,3,2,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,251.388833,"0"
"77",1,1,5,5,1,2,1,1,1,1,1,1,8,8,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,200,100,2,2,2,1,3,2,2,3,2,3,2,2,3,1,1,3,2,2,2,2,2,1,1,1,1,3,2,2,3,2,1,2,2,4,2,1,1,4,1,4,1,2,2,1,1,1,1,1,1,1,2,2,4,3,4,4,4,4,4,4,251.388833,"0"
"78",1,1,4,5,1,2,1,1,1,1,1,1,6,7,5,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,200,60,1,2,4,4,4,4,4,4,4,4,3,2,3,2,1,4,2,1,2,1,2,1,1,1,1,2,3,4,2,2,1,3,4,2,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,314.236041,"0"
"79",1,1,5,4,1,2,1,1,2,1,1,1,6,8,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,200,45,2,2,2,2,1,4,4,3,3,2,2,2,3,1,2,4,2,2,2,2,2,1,1,3,2,1,4,4,2,3,3,4,3,2,4,2,1,3,2,2,1,3,2,2,1,2,3,2,4,1,1,2,4,3,4,4,4,4,4,4,251.388833,"0"
"80",1,1,4,4,2,2,1,1,1,1,1,1,7,7,5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,200,120,2,2,3,2,4,1,1,2,2,3,2,3,4,3,1,4,2,1,2,1,2,2,1,2,1,2,2,1,3,2,2,1,1,4,2,2,1,4,1,3,1,1,1,2,2,1,1,2,1,2,2,2,4,2,3,4,3,2,3,4,251.388833,"0"
"81",1,1,4,5,1,1,1,1,1,1,1,1,7,8,5,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,200,60,1,2,3,2,2,2,3,3,2,2,4,2,2,2,2,2,2,1,2,2,2,1,1,3,1,2,4,2,2,2,1,1,1,4,2,1,1,2,2,4,2,3,1,3,2,3,2,2,2,2,1,1,4,4,4,4,4,4,4,4,251.388833,"0"
"82",1,2,4,5,1,2,1,1,1,1,1,1,7,6,6,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,250,50,2,1,2,1,3,3,1,3,2,3,2,1,2,3,1,3,2,1,1,1,1,2,2,3,1,2,4,3,1,2,2,3,4,3,3,2,2,2,2,2,1,2,2,3,2,2,1,3,2,2,2,2,4,4,4,4,4,4,4,4,251.388833,"0"
"83",2,1,3,3,1,2,1,1,1,2,1,1,6,6,5,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,235,180,2,2,3,1,2,2,3,2,2,2,1,1,2,3,2,2,2,2,2,1,2,1,1,2,2,2,4,2,3,3,2,2,2,3,4,2,1,3,1,3,1,2,2,2,1,1,1,2,1,2,2,2,3,3,4,4,4,4,4,4,184.447726,"0"
"84",1,1,4,4,1,2,1,1,1,1,1,1,5,6,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,245,200,2,1,2,1,2,3,3,3,2,2,1,2,2,3,2,2,2,1,2,2,2,1,1,2,1,2,3,3,3,3,2,4,4,2,4,2,1,3,1,3,1,1,1,2,2,1,1,2,1,2,1,3,4,4,4,4,4,4,4,4,184.447726,"1"
"85",2,1,4,5,1,1,1,1,1,2,1,1,6,7,4,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,235,2,1,2,2,1,2,2,3,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,3,3,2,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,1,3,2,3,2,2,1,2,3,4,4,4,2,4,184.447726,"0"
"86",2,1,3,4,2,2,1,1,1,1,1,1,5,7,5,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,235,10,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,3,3,3,2,2,1,2,3,2,1,1,3,2,3,1,2,1,2,1,1,1,1,1,1,1,2,2,4,2,4,4,4,3,4,184.447726,"0"
"87",1,1,2,4,2,2,1,1,1,1,1,1,5,5,4,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,250,250,2,2,1,1,1,1,2,1,1,1,1,1,2,3,1,1,2,1,2,1,2,2,2,2,1,3,2,3,2,3,3,3,3,3,3,2,2,2,1,3,1,3,2,3,2,2,1,2,2,3,2,2,4,4,4,4,4,4,4,4,184.447726,"0"
"88",1,1,2,3,1,2,1,1,1,1,1,1,6,3,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,240,150,2,2,3,1,2,2,2,1,1,1,1,1,1,3,1,2,2,1,2,2,2,2,1,2,1,4,3,2,3,2,2,2,3,2,2,3,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,3,4,4,4,4,4,4,4,184.447726,"1"
"89",2,1,3,4,1,2,1,1,1,1,1,1,5,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,235,10,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,2,4,3,2,2,2,2,2,3,3,1,1,4,1,4,1,2,1,3,2,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,184.447726,"0"
"90",2,1,5,5,1,1,1,1,1,1,1,1,8,8,6,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,50,10,2,2,1,1,1,2,3,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,3,4,1,4,4,1,4,4,4,4,1,4,2,2,1,2,2,2,2,2,4,1,4,3,1,3,2,1,1,4,4,4,4,4,4,4,4,184.447726,"0"
"91",2,1,3,3,1,1,1,1,1,1,1,1,5,3,4,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,300,120,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,3,2,2,4,2,1,1,2,4,2,2,1,2,1,3,1,2,2,2,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,184.447726,"0"
"92",1,1,3,2,1,1,1,2,1,1,1,2,3,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,450,300,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,3,3,3,3,3,2,2,2,3,2,1,1,3,1,3,1,2,1,2,1,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,116.877766,"0"
"93",2,1,2,4,1,2,1,2,1,2,1,1,1,5,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,235,300,2,2,2,1,1,2,3,1,1,1,2,1,2,3,1,2,1,2,2,2,2,1,1,3,2,2,3,2,2,2,3,3,4,3,4,2,2,2,1,3,2,3,2,2,1,3,2,2,2,2,2,2,4,3,3,4,4,4,4,4,116.877766,"0"
"94",2,1,5,5,1,2,1,2,1,1,1,1,6,6,5,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,235,120,2,2,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,2,2,2,2,1,1,2,2,1,4,4,3,4,4,4,1,3,4,2,1,3,1,2,1,2,1,2,1,1,1,1,2,1,3,4,4,4,4,4,4,4,4,4,116.877766,"0"
"95",1,1,4,3,2,2,1,2,1,1,1,1,3,6,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,250,300,2,2,2,1,1,1,3,1,2,2,1,1,1,3,2,2,1,1,2,2,2,1,1,2,1,2,3,4,2,1,2,2,4,4,3,1,1,2,1,4,1,1,1,3,1,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,116.877766,"0"
"96",2,1,3,4,1,1,1,2,1,1,1,2,6,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,275,225,2,2,1,1,1,1,2,1,1,1,1,1,2,3,1,1,2,2,2,2,2,2,1,1,1,2,3,2,4,2,1,1,1,4,1,1,1,4,1,4,1,2,1,2,1,3,1,2,2,1,1,3,4,3,4,4,4,4,4,4,525.949949,"0"
"97",1,1,5,5,1,2,1,1,1,1,1,1,8,5,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,500,120,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,4,2,2,4,3,4,2,2,3,4,3,3,2,1,2,1,3,1,2,3,2,1,1,1,1,3,2,1,2,4,4,4,4,4,4,4,4,525.949949,"0"
"98",1,1,4,5,1,1,1,2,2,1,1,1,3,7,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,225,210,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,3,3,2,1,2,3,2,3,3,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,245.9303,"1"
"99",2,1,4,5,2,1,1,2,1,2,1,2,7,7,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,250,60,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,3,2,3,3,1,1,1,2,4,2,1,1,4,1,4,1,2,1,2,1,1,1,1,2,1,2,2,4,4,4,4,4,4,4,4,245.9303,"0"
"100",2,1,3,4,1,2,1,1,1,1,1,1,6,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,180,60,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,3,2,3,4,2,2,1,3,3,4,2,2,3,1,2,1,1,1,2,1,2,1,1,1,2,2,2,3,4,4,4,4,4,4,4,245.9303,"0"
"101",1,1,1,4,2,2,2,2,1,2,1,1,3,5,6,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,300,15,1,1,2,1,3,2,2,3,2,3,3,1,2,4,1,3,2,2,2,2,1,1,1,1,1,3,4,3,4,2,1,1,2,3,3,2,2,1,1,3,1,4,1,1,2,1,1,2,1,2,4,4,4,2,1,4,4,4,4,4,245.9303,"0"
"102",1,1,2,4,1,2,1,1,1,1,1,1,5,7,5,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,300,60,1,2,2,1,1,3,2,2,2,2,1,2,1,3,1,2,2,2,2,2,2,2,2,1,1,2,3,3,2,2,1,2,1,3,2,1,1,3,1,4,1,2,1,1,1,1,1,2,1,1,1,1,4,3,3,3,4,4,4,4,134.969663,"0"
"103",2,1,3,5,1,1,1,1,1,1,1,1,5,3,6,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,275,0,1,2,2,2,3,4,3,3,3,2,2,2,4,1,1,3,2,1,2,2,2,2,2,3,3,1,4,4,1,3,3,3,1,3,2,1,1,2,1,3,1,4,2,2,1,1,4,3,1,1,3,3,4,4,4,4,4,4,4,4,134.969663,"0"
"104",2,1,3,5,1,1,1,1,1,1,1,1,6,3,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,275,10,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,1,4,1,1,1,2,4,1,1,1,4,2,4,1,2,2,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,146.217135,"0"
"105",2,1,5,4,2,1,2,1,1,2,1,1,3,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,275,20,1,2,3,1,2,4,2,3,2,2,1,1,1,3,2,2,2,1,2,2,2,2,2,4,3,1,4,3,1,4,3,3,2,2,1,1,1,2,3,2,3,4,3,1,1,2,1,1,2,2,2,2,2,3,4,3,4,4,4,4,134.969663,"0"
"106",2,1,4,5,1,2,1,1,1,1,1,1,5,9,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,275,270,2,2,2,3,3,2,4,4,3,2,2,2,2,4,2,3,1,2,1,1,2,1,1,4,2,1,4,4,1,2,2,3,2,2,3,1,1,4,1,4,1,1,1,3,3,3,1,3,3,2,1,4,4,4,4,4,4,3,4,4,134.969663,"0"
"107",2,1,5,4,1,1,1,1,1,1,1,1,6,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,50,20,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,3,1,3,2,1,2,1,3,2,1,1,3,1,3,2,3,2,2,1,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,146.217135,"0"
"108",1,1,2,5,1,1,2,1,1,1,1,1,6,5,4,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,275,150,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,3,1,4,4,2,2,2,3,4,4,3,1,1,1,4,1,3,1,1,1,3,1,2,2,2,1,1,1,2,4,4,4,4,4,4,4,4,134.969663,"0"
"109",1,1,2,3,2,2,1,1,1,2,1,1,5,6,4,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,275,160,1,2,2,1,2,1,1,3,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,3,1,3,3,2,4,2,1,2,3,3,2,2,1,2,1,2,1,1,1,2,1,1,3,2,1,1,1,1,4,4,3,4,4,4,4,4,134.969663,"0"
"110",1,1,4,4,2,2,1,1,1,1,1,2,6,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,275,175,2,2,2,1,3,2,3,3,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,3,3,4,4,2,1,2,3,3,4,1,1,3,1,4,1,2,1,1,1,2,1,1,1,1,1,3,2,2,3,4,4,4,4,4,134.969663,"0"
"111",1,1,5,5,2,2,1,1,1,1,1,2,6,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,275,120,2,2,1,1,1,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,4,4,1,2,2,4,3,2,3,1,1,3,2,4,1,2,2,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,134.969663,"0"
"112",2,1,4,5,1,2,2,1,1,1,1,1,5,6,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,275,70,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,3,2,1,4,1,1,1,2,4,3,1,1,3,1,4,1,3,1,2,1,2,1,1,2,1,1,1,3,3,3,4,4,4,4,4,146.217135,"0"
"113",2,1,3,5,1,1,1,1,1,1,1,1,6,6,5,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,600,200,2,2,3,1,3,4,3,4,1,2,1,1,2,1,1,4,1,1,1,1,2,2,1,2,1,2,2,3,3,3,3,2,1,4,3,1,1,4,1,4,1,3,1,2,2,2,2,2,2,2,3,3,1,2,4,4,4,4,4,4,134.969663,"0"
"114",2,1,2,2,2,2,2,2,2,1,1,2,6,9,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,250,300,2,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,2,2,2,2,2,1,1,2,1,3,2,2,3,2,1,1,1,4,4,1,1,4,1,4,1,1,1,3,2,1,1,2,2,1,1,3,3,4,4,4,4,4,4,3,47.913061,"0"
"115",2,2,4,3,1,1,1,1,1,1,1,2,1,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,275,20,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,3,2,3,1,1,2,2,3,2,1,1,2,2,3,2,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,47.913061,"1"
"116",1,1,5,3,1,2,2,1,2,1,2,2,7,6,5,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,255,115,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,3,2,3,3,3,4,2,2,3,3,4,2,1,1,3,1,4,1,2,2,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,47.913061,"0"
"117",1,1,4,4,2,2,1,1,1,1,1,2,6,6,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,250,175,2,2,2,1,1,3,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,3,1,2,3,4,2,3,2,3,4,2,4,2,2,1,1,3,1,1,2,3,2,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,47.913061,"0"
"118",1,1,5,5,1,2,1,1,2,1,1,1,3,6,5,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,260,200,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,4,3,2,4,3,2,3,2,3,2,2,1,1,1,3,1,2,1,2,2,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,47.913061,"0"
"119",2,1,3,5,1,2,1,2,1,1,1,1,3,2,4,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,275,90,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,4,2,1,4,1,1,1,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,3,4,47.913061,"0"
"120",1,1,5,4,2,1,1,1,2,1,1,1,3,6,6,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,250,150,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,2,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,3,4,47.913061,"0"
"121",1,3,2,3,1,1,1,1,2,1,1,2,5,6,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,300,200,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,3,2,1,2,2,2,2,3,2,2,1,1,3,1,1,1,2,1,1,1,3,2,1,1,1,1,2,4,4,4,4,4,4,4,4,47.913061,"1"
"122",2,3,3,4,1,2,1,1,2,1,1,2,6,5,5,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,300,100,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,3,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,47.913061,"0"
"123",2,4,1,5,1,2,1,2,1,2,2,1,3,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,300,0,1,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,1,4,4,4,3,2,2,1,4,4,4,3,3,3,3,3,4,2,3,4,4,4,4,4,4,4,4,188.188241,"0"
"124",1,1,5,5,1,1,1,1,1,1,1,1,7,6,4,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,260,60,1,2,2,1,3,3,2,4,2,3,2,2,2,3,2,4,2,1,2,1,2,1,1,2,1,3,3,2,3,2,2,1,1,4,1,2,2,3,3,3,2,3,2,2,1,1,2,2,2,3,3,3,3,2,2,4,4,4,2,4,188.188241,"0"
"125",2,1,3,5,2,1,2,1,1,2,2,2,6,6,5,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,300,500,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,2,3,4,1,2,3,2,3,3,2,2,2,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,188.188241,"0"
"126",2,1,5,5,1,1,1,1,1,1,1,1,7,8,6,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,260,70,1,2,2,2,4,2,4,3,1,4,3,1,2,4,2,3,1,1,1,1,1,2,2,2,1,3,4,2,4,3,1,3,1,4,1,1,2,4,1,4,1,1,1,2,1,2,2,2,1,3,2,1,1,1,3,3,3,3,4,4,167.455638,"0"
"127",2,1,5,5,2,2,1,1,1,1,1,1,6,6,4,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,300,200,2,2,3,1,3,3,3,2,2,3,1,2,3,4,1,4,1,1,1,1,1,2,2,1,1,2,3,3,3,3,2,2,2,3,3,1,1,2,1,3,1,2,1,3,1,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,188.188241,"0"
"128",2,1,5,4,1,2,1,2,1,1,1,2,6,7,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,260,50,1,2,4,2,4,4,4,4,3,3,1,1,3,4,2,4,2,1,1,2,2,1,1,1,1,2,3,2,2,4,1,3,2,3,2,1,2,3,1,3,1,3,2,4,1,2,2,2,4,3,1,1,3,3,3,3,4,4,2,4,188.188241,"0"
"129",1,1,3,2,1,2,2,2,1,1,1,2,6,7,5,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,300,400,1,2,2,1,2,2,3,2,1,2,1,1,3,3,2,2,1,1,1,1,1,2,2,3,2,3,4,4,3,2,2,2,4,3,2,2,1,2,2,3,2,2,3,1,1,2,1,1,1,1,1,2,4,3,4,4,4,4,4,4,188.188241,"0"
"130",2,1,2,5,1,1,1,1,1,1,1,1,6,6,5,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,300,100,2,2,3,2,2,2,3,3,3,2,2,2,3,3,2,3,2,1,2,2,2,2,2,2,2,3,2,2,4,1,1,1,1,4,2,1,1,1,1,3,1,3,2,2,1,2,1,1,1,1,1,1,2,3,4,4,4,4,4,4,188.188241,"0"
"131",1,1,5,3,1,2,1,1,1,1,1,1,6,6,5,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,250,60,1,2,3,1,3,4,4,3,2,3,1,3,3,3,2,3,2,2,1,2,2,1,1,3,2,2,4,3,2,3,3,3,4,3,3,3,1,2,1,3,2,4,2,1,1,2,2,1,2,2,3,2,3,4,4,4,4,4,3,4,188.188241,"0"
"132",1,1,4,3,1,2,1,1,1,1,1,1,3,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,250,600,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1,1,1,1,1,1,3,2,4,4,4,1,4,3,4,4,1,4,2,2,1,1,2,2,3,3,2,1,2,1,3,2,2,2,2,4,3,3,4,4,4,4,4,188.188241,"1"
"133",2,1,3,5,1,2,1,1,1,1,1,1,6,7,6,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,300,300,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,3,3,2,4,2,1,1,2,4,3,1,2,4,1,4,1,2,1,2,2,2,1,2,2,1,2,2,4,4,4,4,4,4,4,4,188.188241,"0"
"134",2,1,3,5,1,1,1,1,1,1,1,2,3,3,4,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,50,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,4,4,2,4,3,4,4,1,4,1,1,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,1,1,1,3,4,4,3,4,24.768197,"1"
