"","IDCNTRY","IDBOOK","IDSCHOOL","IDCLASS","IDSTUD","IDGRADE","ITSEX","ITADMINI","ITLANG","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG06I","MSBG06J","MSBG07A","MSBG07B","MSBG08A","MSBG08B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG11A","MSBG11B","MSBG11C","MSBG11D","MSBG11E","MSBG11F","MSBG11G","MSBG11H","MSBG11I","MSBG12A","MSBG12B","MSBG13A","MSBG13B","MSBM14","MSBM15","MSBM16A","MSBM16B","MSBM17A","MSBM17BA","MSBM17BB","MSBM17BC","MSBM17C","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18E","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21D","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","ITACCOMM1","IDPOP","IDGRADER","MSDAGE","TOTWGT","HOUWGT","SENWGT","WGTADJ1","WGTADJ2","WGTADJ3","WGTFAC1","WGTFAC2","WGTFAC3","JKZONE","JKREP","MSMMAT01","MSMMAT02","MSMMAT03","MSMMAT04","MSMMAT05","MSMALG01","MSMALG02","MSMALG03","MSMALG04","MSMALG05","MSMCAL01","MSMCAL02","MSMCAL03","MSMCAL04","MSMCAL05","MSMGEO01","MSMGEO02","MSMGEO03","MSMGEO04","MSMGEO05","MSMKNO01","MSMKNO02","MSMKNO03","MSMKNO04","MSMKNO05","MSMAPP01","MSMAPP02","MSMAPP03","MSMAPP04","MSMAPP05","MSMREA01","MSMREA02","MSMREA03","MSMREA04","MSMREA05","MSMIBM01","MSMIBM02","MSMIBM03","MSMIBM04","MSMIBM05","MSBGHER","MSDGHER","MSBGEML","MSDGEML","MSBGSLM","MSDGSLM","MSBGSVM","MSDGSVM","MSBGSSB","MSDGSSB","MSDG06S","MSDGEDUP","MSDGOCCP","VERSION"
"853",840,5,77,7701,770110,12,1,1,1,1,1,5,5,1,2,1,1,1,1,1,1,NA,NA,3,6,8,5,4,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,2,3,3,3,1,1,1,1,NA,0,0,1,2400,2,NA,NA,NA,NA,2,2,3,4,4,3,4,3,2,2,2,3,3,2,4,2,1,2,2,2,1,1,4,3,4,4,4,1,4,4,4,4,1,4,3,2,1,3,4,1,3,4,4,3,2,2,3,2,3,3,3,3,4,4,4,4,4,4,4,4,0,3,2,17.83,92.500017,0.57719,0.097696,1.4,1,1,21.313368,1,3.1,12,1,395.92239,394.28785,357.26187,417.90154,405.13785,422.6796,454.26403,419.21101,397.76842,392.12953,348.25073,428.68339,349.19726,390.79471,338.16628,281.60829,323.4365,361.03656,213.4237,294.56104,249.38246,407.56756,461.0158,287.91397,275.05562,348.62475,415.3259,421.76362,417.35497,320.67849,368.19819,488.99906,471.83782,385.31091,337.62332,1,1,1,1,1,10.07874,2,7.31924,3,5.74558,3,5.8043,3,7.44214,3,2,1,4,4
"854",840,6,77,7701,770111,12,2,1,1,2,3,2,4,1,1,1,1,1,1,2,1,NA,NA,1,1,11,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,3,3,3,3,3,1,2,2,1,NA,0,0,2,NA,2,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,3,2,1,2,3,3,2,3,2,3,2,2,4,2,2,2,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,0,3,2,17.75,92.500017,0.57719,0.097696,1.4,1,1,21.313368,1,3.1,12,1,409.51412,476.44229,483.48563,469.06193,451.717,346.73741,399.30549,388.02708,362.95964,407.7057,379.13353,421.26558,431.31816,422.84157,477.48295,377.90584,455.61276,450.99683,404.19265,485.0498,421.77507,360.89328,445.71174,419.40877,424.00748,440.5535,439.9779,445.47496,424.96832,378.9116,445.51948,389.0979,416.00891,398.2901,339.09041,1,2,2,1,1,7.36772,2,11.67448,1,10.2457,2,9.28212,2,12.45741,1,1,5,1,4
"855",840,5,78,7801,780101,12,1,1,1,1,1,3,5,1,2,1,1,1,1,1,1,NA,NA,3,3,9,NA,6,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,2,1,3,3,3,2,1,1,1,NA,480,200,1,1920,2,NA,NA,NA,NA,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,3,2,3,NA,3,3,3,3,2,3,4,2,1,1,3,1,1,4,1,1,1,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,4,0,3,2,17.75,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,380.97825,342.20399,249.80755,293.72979,252.25289,354.46413,246.60569,296.77274,343.5281,319.63871,359.11801,317.38177,331.60709,374.71453,329.572,283.91376,180.34311,246.00024,247.77369,255.04924,368.82154,326.35108,357.88029,306.04008,343.86372,330.27848,276.24645,288.25544,275.5876,342.87788,314.35596,278.61175,308.58108,236.24104,328.95259,1,1,1,1,1,9.51161,2,11.67448,1,9.24755,2,13.18781,1,8.8741,2,2,3,1,4
"856",840,6,78,7801,780102,12,2,1,1,2,1,4,4,2,1,1,2,1,1,1,1,NA,NA,6,3,6,10,6,2,2,2,1,2,2,2,2,2,1,1,2,2,2,3,3,2,1,2,3,3,1,1,1,1,NA,188,60,1,720,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,3,2,1,4,1,1,2,2,4,1,1,1,3,1,1,4,1,1,1,2,1,1,1,1,2,2,1,1,4,4,3,4,4,4,4,4,0,3,2,18.5,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,430.53461,455.99695,493.75677,412.37043,459.37004,499.23141,429.42255,433.12685,460.7499,448.17275,543.19476,466.50802,440.89847,456.54818,458.3786,486.88531,396.38663,391.69818,441.3111,387.79858,420.6838,440.07348,460.95294,450.64791,504.17561,369.11306,409.90899,410.18345,408.91781,426.59711,402.85853,431.19075,430.90901,451.03896,449.00342,1,1,2,1,1,11.62325,1,12.82864,1,12.65864,1,13.18781,1,11.09778,1,2,1,1,4
"857",840,1,78,7801,780103,12,1,1,1,1,1,4,3,2,2,1,2,1,1,1,1,NA,NA,6,3,6,10,4,2,2,2,2,2,1,2,2,2,1,2,1,2,3,2,2,3,3,2,3,3,1,1,1,1,NA,200,120,2,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,3,3,4,2,3,2,4,3,2,3,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,0,3,2,18.5,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,282.15334,339.36207,334.74404,295.39265,256.06775,245.74916,263.83644,351.08959,271.12764,315.84512,259.81705,267.30677,326.18704,249.15476,332.78114,264.63722,212.04884,295.64501,210.4055,265.23601,328.13666,366.38168,350.80397,393.11496,323.97599,308.66124,342.09962,347.10523,371.51321,314.64469,358.65588,371.29935,365.7904,371.09394,326.07608,1,1,1,1,1,11.62325,1,11.67448,1,8.46589,3,12.24486,1,12.45741,1,2,1,1,4
"858",840,2,78,7801,780104,12,2,1,1,2,1,3,4,1,1,1,2,1,1,1,1,NA,NA,2,2,10,NA,5,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,3,3,3,3,3,3,1,1,1,NA,240,120,2,NA,2,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,3,2,1,4,2,1,1,1,4,2,1,1,4,1,1,4,1,1,1,2,1,3,1,2,2,2,1,4,4,4,4,4,4,4,4,4,0,3,2,18.08,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,434.63236,304.45055,261.30398,341.25921,340.55947,381.81567,343.52142,431.43526,374.61565,319.27217,391.05665,364.73052,455.46525,393.92766,312.29662,378.20147,278.49472,383.07126,360.69241,248.68582,284.60695,315.75427,279.29572,309.27025,293.82547,321.82587,364.47646,298.93698,332.77256,302.30473,334.48786,362.46823,263.16909,327.65937,301.70721,1,1,1,1,1,8.98566,2,12.15065,1,12.23465,1,15.09728,1,8.8741,2,2,4,1,4
"859",840,3,78,7801,780105,12,2,1,1,2,1,5,3,1,2,1,2,1,1,1,1,NA,NA,3,3,9,2,4,2,2,2,2,2,2,1,1,2,2,1,2,2,1,3,3,2,3,3,3,3,3,1,1,1,NA,160,30,2,NA,2,NA,NA,NA,NA,1,2,1,3,3,4,1,2,1,2,1,1,3,1,1,1,1,1,1,2,2,1,2,1,1,4,2,3,3,1,2,3,4,3,1,1,2,1,1,3,1,1,2,1,1,3,1,1,3,2,1,3,3,4,4,4,4,4,4,4,0,3,2,18.33,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,443.00394,397.33139,427.23884,457.68481,451.12996,398.26742,386.4979,407.67915,466.99775,375.16251,466.0348,449.89909,474.19406,500.27586,403.74253,385.16441,392.98246,434.29396,515.0336,351.31234,503.73399,382.79433,416.20175,550.08921,485.92155,410.42382,325.94564,400.73499,428.93068,424.37641,489.81328,456.69508,477.87493,520.46739,520.99972,1,1,1,1,1,10.73945,2,9.38677,2,9.42092,2,11.07036,1,9.49135,2,2,3,1,4
"860",840,4,78,7801,780106,12,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,NA,NA,5,2,8,NA,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,188,120,1,1200,2,NA,NA,NA,NA,4,1,1,4,3,2,2,3,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,4,4,1,2,2,2,2,3,3,2,2,3,2,1,3,1,2,1,3,1,4,3,2,3,1,4,4,4,4,4,4,4,4,4,4,0,3,2,18,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,419.73031,378.72009,478.38996,391.29927,316.02082,380.62922,371.11344,434.91861,446.95064,376.23101,445.35858,418.83119,504.26885,522.77384,439.80944,381.65002,305.86303,433.00176,413.38099,296.36698,330.20758,327.58821,398.49833,385.01832,402.04052,355.54106,379.72117,380.13608,391.21035,404.12286,369.47179,395.48416,368.77046,402.53477,400.97606,1,1,2,1,1,8.46945,2,8.68135,2,8.84686,3,10.24631,2,7.23422,3,2,2,5,4
"861",840,5,78,7801,780107,12,2,1,1,2,1,4,4,2,1,1,2,1,1,1,1,NA,NA,6,6,10,NA,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,3,3,1,1,1,NA,360,100,2,NA,2,NA,NA,NA,NA,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,4,2,4,3,3,1,1,4,4,1,1,4,1,1,4,1,1,1,2,2,2,1,1,2,1,3,3,4,4,4,4,4,4,4,4,0,3,2,18.17,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,492.42346,468.27213,504.62294,392.56361,409.13494,464.66308,463.53891,486.07679,439.62085,441.5294,493.65813,492.72901,502.55471,436.92055,439.42828,442.14215,466.25511,433.26608,414.77129,406.16196,518.8038,384.47574,493.48143,483.46411,458.43606,480.11155,381.25529,461.66517,419.93875,397.90518,465.8242,348.96188,471.50201,426.5625,403.73174,2,1,2,1,1,11.62325,1,12.15065,1,9.61793,2,15.09728,1,9.17103,2,2,1,1,4
"862",840,6,78,7801,780108,12,1,1,1,1,1,4,3,1,2,2,2,1,1,1,1,NA,NA,5,3,9,NA,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,3,2,1,1,1,NA,180,90,2,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,3,4,3,4,2,1,2,2,4,3,1,1,4,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,0,3,2,17.75,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,252.96891,346.69309,340.87404,315.39867,307.58305,304.10052,322.51802,362.22102,351.27965,309.29512,348.30601,319.57728,364.19408,359.38895,336.35453,393.71293,348.02717,357.58396,358.11547,333.72995,319.96459,308.07518,310.85701,401.26493,248.7327,244.77806,303.88201,316.86462,303.5945,213.85979,292.42926,308.64716,339.7328,348.35753,270.61752,1,1,1,1,1,10.73945,2,14.19398,1,10.2457,2,12.24486,1,13.98332,1,2,2,1,4
"863",840,1,78,7801,780109,12,1,1,1,1,1,3,5,2,2,1,1,1,1,1,1,NA,NA,5,3,NA,9,5,1,1,2,2,1,2,2,1,2,2,2,2,2,3,1,2,2,1,3,3,2,2,1,1,1,NA,350,90,1,1500,2,NA,NA,NA,NA,1,2,1,3,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,3,4,2,3,2,1,1,1,4,2,1,1,3,1,1,3,1,3,1,4,2,4,3,3,4,3,3,2,4,3,4,4,4,4,4,4,0,3,2,18.5,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,318.58591,342.88432,289.30867,334.33738,278.37957,297.03555,389.19965,331.17476,385.05536,348.64523,344.95031,382.89598,343.69513,431.74313,370.43379,285.18893,311.80722,283.98203,328.73374,292.83164,257.13133,340.69572,277.06354,271.8065,175.12629,305.71533,326.84403,329.65284,317.31926,186.79219,324.56108,367.35586,326.03982,298.64668,241.9538,1,1,1,1,1,10.07874,2,9.57837,2,10.96623,2,11.07036,1,6.60565,3,2,2,1,4
"864",840,2,78,7801,780110,12,1,1,1,1,1,2,4,1,2,1,2,1,2,2,1,NA,NA,2,3,10,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,1,1,1,NA,180,60,1,1680,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,3,2,3,3,2,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,0,3,2,18.17,137.498215,0.857974,0.145222,1.142857,1,1,44.559607,1,2.7,33,0,409.46327,341.87968,375.26151,345.73339,383.83603,409.25278,275.76125,406.64015,309.62342,336.51353,401.01477,311.99606,431.59932,353.26477,357.0467,397.18269,260.60657,390.54707,289.18049,331.6002,338.83967,327.46553,345.78591,336.10441,353.4649,349.10862,362.63164,364.31253,369.47008,360.64686,365.467,348.71598,369.49807,346.24583,370.20064,1,1,1,1,1,7.93623,2,14.19398,1,8.46589,3,11.07036,1,12.45741,1,0,3,1,4
"865",840,3,79,7901,790101,12,2,1,1,2,1,5,4,1,2,1,1,1,2,1,1,NA,NA,7,6,NA,10,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,3,3,3,3,1,1,1,1,NA,235,60,2,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,2,2,3,2,1,1,4,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,0,3,2,17.92,150.451481,0.938801,0.158903,1.23913,1,1.3,18.679536,1,5,13,0,535.52048,560.68504,587.31457,570.78924,584.79907,510.51482,577.80022,529.21795,568.29562,564.42376,567.34158,674.81591,600.36015,639.1653,627.20741,529.12529,536.82067,509.34,581.53326,532.59809,576.39137,590.70705,609.98649,564.34001,590.68839,557.3019,547.61176,582.91492,569.29291,556.03017,578.73799,548.10052,610.97499,577.23339,562.12641,2,3,3,3,3,11.62325,1,12.82864,1,10.47196,2,12.24486,1,13.98332,1,1,1,1,4
"866",840,6,79,7901,790104,12,2,1,1,2,1,4,5,1,1,1,1,1,1,1,1,NA,NA,6,6,2,10,5,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,1,1,1,1,NA,225,60,2,NA,2,NA,NA,NA,NA,3,2,4,2,4,1,3,1,3,1,2,3,2,2,4,2,1,2,1,1,1,1,3,1,1,4,3,1,3,3,2,2,3,3,2,2,2,2,2,3,2,3,2,2,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,0,3,2,18.25,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,424.72731,482.282,431.88618,515.95503,456.28868,508.69058,424.96789,449.11312,450.23424,366.17658,478.53525,447.95503,415.89067,455.18434,359.78921,462.4073,395.10919,351.95092,431.58875,304.09055,406.09807,467.16354,393.43508,379.96748,421.45415,468.84048,528.58184,409.76941,378.85794,475.92666,446.06222,505.95596,421.34272,400.902,468.28305,1,2,1,2,1,11.62325,1,8.20155,2,8.27223,3,8.73231,2,9.49135,2,2,1,1,4
"867",840,1,79,7901,790105,12,2,1,1,2,1,4,5,2,1,1,1,1,1,1,2,NA,NA,6,6,7,NA,4,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,2,3,3,3,1,1,1,1,NA,250,300,2,NA,2,NA,NA,NA,NA,1,1,2,2,3,2,3,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,3,2,3,2,3,2,3,4,2,1,3,1,2,2,1,3,2,2,1,1,1,2,2,2,3,3,3,4,3,4,4,4,3,4,0,3,2,18.08,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,433.22297,470.46586,450.831,508.74622,499.84705,505.37792,506.67398,484.62947,450.2524,476.46163,538.93506,528.91713,497.59785,438.47717,511.30934,508.55036,465.28826,499.81643,453.91865,485.21803,555.67327,464.83257,475.70238,488.48206,554.47212,534.0863,466.09075,482.51479,528.96929,529.03154,503.82273,440.2037,485.10107,483.45861,500.2391,1,1,1,2,2,9.51161,2,9.38677,2,8.46589,3,9.5793,2,9.17103,2,2,1,4,4
"868",840,3,79,7901,790107,12,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,NA,NA,6,6,NA,9,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,1,1,1,NA,240,60,2,NA,2,NA,NA,NA,NA,2,1,2,2,2,3,2,1,2,2,2,2,3,2,3,2,2,2,2,2,1,2,1,1,2,4,3,2,3,3,2,2,4,4,1,1,3,1,1,4,1,1,1,3,1,1,1,2,2,2,2,4,3,4,4,4,4,4,4,4,0,3,2,17.83,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,512.32082,496.83172,518.56684,572.7918,493.48021,527.68414,510.03198,476.99043,492.99483,514.42752,576.79885,485.36606,570.24806,517.93777,569.73174,543.14538,490.29325,476.2225,484.96034,505.49138,552.32917,563.06803,500.97449,537.17041,483.95858,509.39548,587.70277,521.33287,563.51403,493.43789,486.36969,554.49788,491.1228,543.8395,483.0747,2,2,2,3,2,11.62325,1,9.02315,2,9.03665,3,13.18781,1,8.8741,2,2,1,1,4
"869",840,4,79,7901,790108,12,1,1,1,1,1,5,4,1,2,2,1,1,2,1,2,NA,NA,6,5,NA,10,4,2,1,1,2,2,2,2,2,2,2,1,2,2,3,2,3,3,3,1,2,3,2,1,1,1,NA,235,200,2,NA,2,NA,NA,NA,NA,3,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,3,2,2,3,3,3,2,2,2,2,3,1,1,1,3,1,1,3,1,2,2,2,2,2,2,2,2,1,3,3,3,3,4,4,4,4,4,4,0,3,2,18.58,150.451481,0.938801,0.158903,1.23913,1,1.3,18.679536,1,5,13,0,501.86649,525.55086,579.47251,522.8364,541.03099,484.34952,565.703,514.08678,529.41792,524.03368,545.63929,583.65522,511.04822,537.76658,534.96992,568.92347,582.85377,586.1884,591.83145,578.24544,521.56865,611.04886,508.2077,544.05126,572.72878,529.25411,523.1978,503.88338,530.24961,554.11222,560.35659,539.28301,545.92933,555.6444,592.9204,2,2,3,2,2,11.62325,1,9.9868,2,9.61793,2,11.07036,1,8.59861,2,1,1,1,4
"870",840,5,79,7901,790109,12,2,1,1,2,1,3,4,1,2,1,1,1,1,1,2,NA,NA,7,3,9,NA,6,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,3,3,3,3,3,1,1,1,1,NA,255,90,1,600,2,NA,NA,NA,NA,1,1,1,2,2,1,1,2,1,2,1,2,3,1,2,2,2,2,2,2,1,1,4,2,1,4,4,2,2,3,3,3,1,4,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,0,3,2,17.83,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,532.5674,498.83797,530.90206,547.9135,539.56452,510.12803,507.46611,481.3908,503.92623,554.77218,556.1278,534.87566,521.13151,561.13609,598.51308,523.06888,459.14046,500.47837,497.14602,573.31084,515.11163,530.86004,517.67299,493.48392,499.71833,532.27525,517.3851,502.35013,489.92372,507.8018,496.64687,560.69718,558.36408,486.93706,512.66991,2,2,2,2,2,10.73945,2,10.44289,1,6.97262,3,9.00052,2,9.17103,2,2,1,1,4
"871",840,2,79,7901,790112,12,1,1,1,1,1,5,5,2,2,1,1,1,1,1,2,NA,NA,7,5,9,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,1,1,1,1,NA,235,150,1,600,2,NA,NA,NA,NA,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,3,2,4,4,2,1,2,4,3,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,2,3,3,3,4,4,4,4,0,3,2,18.25,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,621.78205,610.6272,659.13057,623.37532,578.83155,605.02864,633.40884,565.87605,602.03834,649.08486,668.06574,675.55455,618.66962,646.94186,696.00244,567.5315,618.21385,556.1533,579.59919,602.72487,581.92625,642.89098,671.18702,649.80391,659.8037,557.14037,641.74869,601.77267,608.71096,627.17131,595.26614,663.54967,640.05245,626.69243,660.95674,3,3,4,3,3,13.29245,1,11.29738,1,10.2457,2,11.07036,1,11.66983,1,2,1,1,4
"872",840,3,79,7901,790113,12,2,1,1,2,1,5,4,1,2,1,1,1,1,1,1,NA,NA,6,6,4,11,4,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,1,3,1,1,1,NA,500,200,2,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,4,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,3,2,3,3,2,4,3,2,2,2,2,4,4,4,4,4,4,0,3,2,18.08,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,614.2156,658.5875,673.84135,662.41726,658.45641,626.86123,622.82313,668.41237,654.9558,633.48349,681.5603,632.76274,746.42725,710.51837,694.90033,613.75906,610.70686,629.31085,608.10877,610.62497,614.4934,655.28268,636.27464,632.25052,599.43151,634.518,689.69989,636.77212,638.3444,597.55867,604.57443,656.7363,600.03879,629.78751,608.77899,3,4,4,4,4,13.29245,1,14.19398,1,13.80785,1,15.09728,1,7.44214,3,2,1,1,4
"873",840,5,79,7901,790115,12,1,1,1,1,1,4,5,1,1,1,1,1,1,1,2,NA,NA,7,6,4,10,5,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,3,3,1,3,3,3,3,1,1,1,NA,225,200,1,720,2,NA,NA,NA,NA,2,1,1,3,3,4,1,1,1,1,2,2,3,1,1,1,1,2,1,2,1,1,3,2,2,3,4,3,3,3,2,2,3,2,1,1,4,1,1,4,1,1,1,1,1,1,2,2,1,1,1,2,4,4,4,4,4,4,4,4,0,3,2,17.83,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,565.14162,530.51166,588.41144,592.71948,611.55739,584.73996,488.82801,542.47091,518.45851,517.63552,647.11605,573.41622,595.66335,618.23587,606.6144,538.72679,490.57715,526.91001,528.19601,525.46571,575.32426,550.07714,542.55081,628.07163,582.66787,578.13902,581.97433,558.27971,619.99294,589.34171,526.038,548.85717,533.06526,585.88387,555.38183,3,2,3,3,3,11.62325,1,9.38677,2,8.84686,3,15.09728,1,11.09778,1,2,1,1,4
"874",840,1,79,7901,790117,12,2,1,1,2,1,5,5,1,2,1,1,1,1,1,2,NA,NA,3,6,NA,9,6,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,3,1,1,1,NA,0,0,1,1800,2,NA,NA,NA,NA,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,2,1,2,1,1,1,1,2,2,3,3,3,2,2,2,2,4,2,2,1,1,2,2,2,2,1,3,2,1,2,2,2,3,2,1,4,4,2,3,4,4,4,4,4,4,0,3,2,18.25,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,411.09506,395.57701,474.90152,464.23894,414.56976,442.2006,374.64741,402.27437,401.68212,388.42587,480.64648,389.36149,437.01105,429.65976,402.77463,524.97014,446.56264,462.67415,459.22462,412.45619,401.44186,396.21746,413.06709,452.79012,436.96498,389.95102,369.39141,414.95298,451.69634,408.73666,438.77442,412.03122,440.65628,495.53327,453.09811,1,1,1,1,1,13.29245,1,5.26436,3,9.03665,3,9.28212,2,8.10081,2,2,1,1,4
"875",840,2,79,7901,790118,12,2,1,1,2,1,4,3,1,2,1,1,1,1,1,2,NA,NA,7,7,NA,10,6,2,2,1,1,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,250,80,2,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,0,3,2,18.17,120.361185,0.751041,0.127122,1.23913,1,1.3,18.679536,1,4,13,0,526.35695,496.47497,488.4641,520.5864,529.47047,573.46657,521.29467,495.22737,468.84198,492.71892,572.49905,580.24141,514.12959,529.54969,506.8476,540.86175,461.64164,485.71013,447.72288,445.75145,479.18234,467.71093,526.96041,577.83921,501.21052,471.17191,461.76538,519.12832,519.84871,518.59014,493.64947,487.86724,532.12611,559.83554,534.61395,2,2,2,2,2,11.62325,1,14.19398,1,9.22759,2,10.24631,2,8.8741,2,2,1,1,4
