"","IDCNTRY","IDBOOK","IDSCHOOL","IDCLASS","IDSTUD","IDGRADE","ITSEX","ITADMINI","ITLANG","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG06I","MSBG06J","MSBG07A","MSBG07B","MSBG08A","MSBG08B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG11A","MSBG11B","MSBG11C","MSBG11D","MSBG11E","MSBG11F","MSBG11G","MSBG11H","MSBG11I","MSBG12A","MSBG12B","MSBG13A","MSBG13B","MSBM14","MSBM15","MSBM16A","MSBM16B","MSBM17A","MSBM17BA","MSBM17BB","MSBM17BC","MSBM17C","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18E","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21D","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","ITACCOMM1","IDPOP","IDGRADER","MSDAGE","TOTWGT","HOUWGT","SENWGT","WGTADJ1","WGTADJ2","WGTADJ3","WGTFAC1","WGTFAC2","WGTFAC3","JKZONE","JKREP","MSMMAT01","MSMMAT02","MSMMAT03","MSMMAT04","MSMMAT05","MSMALG01","MSMALG02","MSMALG03","MSMALG04","MSMALG05","MSMCAL01","MSMCAL02","MSMCAL03","MSMCAL04","MSMCAL05","MSMGEO01","MSMGEO02","MSMGEO03","MSMGEO04","MSMGEO05","MSMKNO01","MSMKNO02","MSMKNO03","MSMKNO04","MSMKNO05","MSMAPP01","MSMAPP02","MSMAPP03","MSMAPP04","MSMAPP05","MSMREA01","MSMREA02","MSMREA03","MSMREA04","MSMREA05","MSMIBM01","MSMIBM02","MSMIBM03","MSMIBM04","MSMIBM05","MSBGHER","MSDGHER","MSBGEML","MSDGEML","MSBGSLM","MSDGSLM","MSBGSVM","MSDGSVM","MSBGSSB","MSDGSSB","MSDG06S","MSDGEDUP","MSDGOCCP","VERSION"
"1",840,4,1,101,10102,12,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,NA,NA,3,6,9,3,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,1,3,3,2,2,2,3,300,120,1,300,2,NA,NA,NA,NA,1,1,1,2,2,1,2,1,1,2,2,4,3,1,1,1,2,1,1,1,1,1,2,1,3,2,2,4,1,1,1,2,3,2,1,1,2,1,1,3,2,2,2,2,1,1,2,2,2,2,2,3,3,3,3,4,4,4,3,4,0,3,2,18,225.997366,1.4102,0.238693,1.4,1,1.153846,26.231837,1,5.333333,72,1,606.10219,623.33629,604.03468,639.44429,578.85623,563.51742,631.3692,564.35454,586.56024,565.07221,606.93075,654.57774,579.19634,572.03253,574.90748,524.95105,568.69807,491.29049,533.06933,561.94117,593.96216,640.41556,669.70457,620.8735,666.53874,605.05724,657.65039,622.12731,606.20177,617.45418,568.32682,586.09484,590.22647,579.04328,607.45711,3,3,3,4,3,13.29245,1,9.77786,2,11.53811,2,10.24631,2,9.17103,2,2,1,1,4
"2",840,5,1,101,10103,12,2,1,1,2,1,5,3,1,2,1,1,2,1,2,1,NA,NA,6,6,10,4,5,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,1,3,1,1,3,3,2,1,1,1,NA,260,10,2,NA,2,NA,NA,NA,NA,2,1,1,3,4,2,1,2,2,2,3,3,1,1,2,2,2,2,2,2,1,1,1,1,2,3,1,2,2,2,3,2,3,2,2,1,4,1,1,4,1,2,2,1,1,2,2,2,2,1,3,4,1,4,4,2,4,4,3,4,0,3,2,18.33,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,416.78388,464.32675,476.33149,449.85762,478.06812,375.10869,433.09356,378.01538,450.80717,454.57381,418.3452,488.1214,399.27665,482.18576,513.07473,413.8078,415.89998,384.2685,470.08723,414.462,404.14004,427.83536,422.39035,412.28939,487.27746,446.8624,436.12883,445.79424,427.08967,449.53125,436.09998,483.01405,477.16331,439.36603,499.8124,1,1,2,1,2,11.62325,1,9.02315,2,10.02874,2,11.58834,1,8.8741,2,1,1,1,4
"3",840,6,1,101,10104,12,1,1,1,1,3,5,5,1,2,1,1,2,1,1,2,NA,NA,6,6,NA,11,5,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,3,2,2,3,2,1,2,2,2,4,560,120,2,NA,2,NA,NA,NA,NA,2,1,1,1,2,2,1,1,1,2,2,3,3,1,2,1,1,2,2,1,1,1,1,1,3,2,1,4,2,1,1,1,3,2,1,1,2,1,1,4,1,1,1,3,2,2,3,3,2,2,2,2,4,4,4,4,4,4,4,4,0,3,2,18.5,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,677.2718,658.75269,593.33204,647.22521,587.29836,663.75624,673.89303,681.049,639.30775,638.03713,684.32231,649.77763,688.69178,620.80699,684.50934,657.42889,651.29804,630.30496,624.17972,633.26205,602.67443,674.02745,642.67634,580.75999,617.22745,614.00817,662.83939,687.29214,651.70188,610.22503,613.7943,696.11954,634.36392,604.62866,636.05746,4,4,3,4,3,13.29245,1,9.9868,2,12.23465,1,12.24486,1,8.10081,2,2,1,1,4
"4",840,2,1,101,10106,12,1,1,1,1,1,5,5,2,2,1,1,1,1,1,1,NA,NA,7,7,NA,11,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,1,3,3,3,3,2,2,1,1,NA,280,120,2,NA,1,2,1,1,1,2,2,3,4,4,3,4,2,3,2,2,3,3,2,3,2,1,2,2,2,1,1,3,3,1,4,4,1,4,4,4,4,1,4,2,2,1,1,1,2,1,3,2,2,1,1,1,2,1,1,1,3,4,3,4,4,4,4,4,4,0,3,2,18,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,484.45819,539.41386,551.07726,456.17861,503.79684,534.46107,521.28954,474.63896,584.16571,573.61463,535.902,522.36087,504.23394,569.82828,549.82856,460.42754,466.91241,437.40826,493.82797,508.31189,507.37594,500.84975,549.96543,532.9,572.73303,558.1983,512.3819,541.75691,554.28232,549.93332,513.63419,481.48537,561.49625,542.09903,513.57579,2,2,3,1,2,13.29245,1,7.31924,3,4.74499,3,9.00052,2,10.62626,1,2,1,1,4
"5",840,3,1,101,10107,12,2,1,1,2,1,NA,4,1,2,1,1,2,1,1,1,NA,NA,6,6,9,NA,5,1,1,2,2,1,2,2,1,2,2,2,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,2,4,300,300,1,1500,2,NA,NA,NA,NA,3,4,4,3,3,2,4,3,3,1,3,4,3,1,4,1,1,1,2,1,1,1,3,2,2,3,2,3,2,2,2,2,3,2,1,1,3,NA,2,3,NA,NA,1,2,2,4,3,3,3,2,2,3,1,1,1,4,4,4,2,4,0,3,2,18.25,225.997366,1.4102,0.238693,1.4,1,1.153846,26.231837,1,5.333333,72,1,525.87657,537.06583,580.35545,523.92094,535.52533,499.48727,478.36866,477.38753,461.66958,476.7537,545.70555,546.27653,541.53051,518.96545,545.65267,470.54118,486.74619,499.22461,480.00236,518.61358,440.99147,453.59051,521.395,542.36287,510.98522,450.55889,468.91415,457.2434,517.71791,518.4662,534.34522,536.01744,536.84234,602.96206,538.172,2,2,3,2,2,11.74548,1,7.03109,3,9.61793,2,10.66615,2,7.44214,3,2,1,1,4
"6",840,4,1,101,10108,12,2,1,1,2,1,5,5,1,1,1,1,1,1,1,1,NA,NA,5,7,9,4,6,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,1,2,3,3,3,1,1,2,4,280,240,1,480,2,NA,NA,NA,NA,2,3,2,2,2,2,1,1,1,1,1,4,2,1,2,1,1,2,2,2,1,2,1,1,2,4,2,4,3,1,1,3,4,2,1,1,2,1,1,3,1,1,1,1,1,2,1,4,2,2,2,4,1,3,2,3,4,4,4,4,0,3,2,18.33,225.997366,1.4102,0.238693,1.4,1,1.153846,26.231837,1,5.333333,72,1,554.55583,490.10859,556.27881,595.62117,546.94893,562.82591,571.40861,535.42774,523.22309,585.44202,551.98944,563.54894,574.37798,521.59623,603.80291,566.87196,548.1201,531.54915,567.62745,571.95359,580.17534,561.81708,569.09872,576.1584,612.09714,569.44943,500.54953,553.9235,559.20565,581.44898,578.82187,558.03102,608.00563,625.74734,614.65534,3,2,3,3,2,13.29245,1,9.57837,2,10.47196,2,11.58834,1,8.59861,2,2,1,1,4
"7",840,6,1,101,10110,12,1,1,1,1,2,5,5,1,1,1,1,1,1,1,1,NA,NA,6,3,10,3,6,2,2,1,1,2,2,2,1,2,2,2,2,2,3,2,2,2,1,3,2,3,1,1,1,2,4,300,120,2,NA,2,NA,NA,NA,NA,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,3,2,2,2,2,4,2,2,1,3,1,1,4,1,2,2,2,2,1,2,1,1,1,1,2,4,4,4,4,4,4,4,4,0,3,2,17.67,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,546.29176,528.03749,531.59009,567.07071,573.5522,568.87684,585.4724,598.28828,526.54654,573.27496,619.81136,606.9989,594.87766,562.66687,634.08464,538.17614,504.61749,564.70073,467.50521,575.06212,534.03935,565.27223,581.57919,608.77186,519.4985,511.58785,548.27,572.6602,572.82697,532.1826,513.93046,577.8357,594.10298,580.82286,530.47363,2,2,2,3,3,13.29245,1,10.20742,2,10.47196,2,11.07036,1,10.62626,1,2,1,1,4
"8",840,1,1,101,10111,12,1,1,1,1,1,5,4,1,2,1,1,2,1,1,1,NA,NA,6,7,NA,9,5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,3,3,2,1,1,1,NA,270,180,1,180,1,2,2,1,1,2,1,1,2,3,2,2,2,3,2,1,2,4,1,2,1,1,2,1,2,1,1,2,1,1,4,2,2,2,3,4,2,4,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,2,1,2,3,4,4,4,4,4,4,4,4,0,3,2,17.5,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,563.37424,583.61879,568.315,588.69508,571.23773,512.0523,573.41737,541.47555,566.46323,549.46513,596.30867,647.84467,616.80222,578.71967,607.74658,572.89482,608.27163,594.38507,574.99127,579.77932,575.63182,611.55207,576.75687,671.69628,513.20147,512.21183,524.97845,577.67951,607.2777,504.42288,535.02343,567.07685,571.04071,577.14842,494.28216,3,3,3,3,3,13.29245,1,9.02315,2,9.22759,2,12.24486,1,10.21291,2,2,1,1,4
"9",840,2,1,101,10112,12,2,1,1,2,1,4,3,1,2,1,1,2,1,1,2,NA,NA,6,5,8,NA,6,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,1,3,3,2,3,1,1,1,NA,245,120,2,NA,2,NA,NA,NA,NA,1,1,2,2,3,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,3,2,4,2,2,2,2,4,3,1,1,4,1,1,4,1,2,2,2,1,2,1,2,1,1,1,2,4,4,4,4,4,4,3,4,0,3,2,17.58,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,565.12284,546.28083,570.73338,554.25783,547.1684,584.00604,537.2887,547.68628,536.15279,571.17934,569.79793,556.1145,584.43633,529.586,574.34045,510.34759,437.86635,560.08726,485.80708,521.68467,637.27146,520.16065,528.62094,559.64162,540.43897,578.02075,523.92221,510.64291,507.70505,525.94354,594.49149,545.7682,543.70119,528.48175,512.55292,3,2,3,3,2,9.51161,2,10.20742,2,10.2457,2,12.24486,1,10.62626,1,2,1,5,4
"10",840,3,1,101,10113,12,2,1,1,2,3,5,2,1,2,2,1,2,1,1,2,NA,NA,7,7,NA,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,2,2,1,2,3,2,2,1,1,1,NA,315,45,2,NA,2,NA,NA,NA,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,4,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,0,3,2,18.42,225.997366,1.4102,0.238693,1.4,1,1.153846,26.231837,1,5.333333,72,1,668.39061,677.297,689.73151,647.20757,635.94275,635.69822,677.76618,724.51141,615.18343,684.49804,674.73178,724.8593,760.96182,689.76936,701.66628,632.33872,677.53316,657.49009,607.43831,632.97807,644.4872,677.59053,657.06503,670.30535,628.95495,652.46175,649.39324,657.80688,644.61217,667.60828,677.32075,695.11281,711.61098,642.46312,649.18277,4,4,4,4,4,13.29245,1,12.15065,1,14.72417,1,15.09728,1,13.98332,1,2,1,1,4
"11",840,4,1,101,10114,12,1,1,1,1,2,3,4,1,2,1,1,1,1,1,1,NA,NA,5,6,8,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,300,300,1,150,2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,3,2,2,3,2,3,3,1,2,3,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,3,4,3,4,4,4,4,4,0,3,2,18.17,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,520.63342,580.46763,555.65426,538.77154,516.86448,455.21499,481.44423,548.4461,494.08061,482.88469,527.70292,534.18999,570.18,562.66189,573.31904,442.0397,519.71491,522.22225,520.85066,523.23111,561.94724,519.67586,511.2288,548.66353,495.54907,555.35369,531.60601,521.55584,559.60624,562.08285,557.52611,510.97172,512.67987,548.06581,570.23032,2,3,3,2,2,8.98566,2,9.20196,2,10.02874,2,10.63156,2,10.21291,2,2,1,4,4
"12",840,5,1,101,10115,12,2,1,1,2,1,2,3,1,2,1,1,1,1,1,2,NA,NA,5,7,8,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,2,2,2,262,20,2,NA,2,NA,NA,NA,NA,3,1,3,4,4,2,3,2,3,1,2,3,3,2,3,1,1,1,2,2,1,1,1,2,2,4,4,3,4,4,3,3,2,4,4,4,4,2,1,4,1,3,4,3,1,1,1,3,2,2,2,2,2,4,4,4,4,4,4,4,0,3,2,17.42,225.997366,1.4102,0.238693,1.4,1,1.153846,26.231837,1,5.333333,72,1,551.67534,578.78821,533.14079,593.74021,539.25368,504.72957,575.42518,518.4697,536.32222,505.52177,519.09416,609.26413,563.76491,560.29631,551.89618,447.9849,569.74301,477.98381,518.56849,497.84,509.79019,486.84229,481.2044,569.47883,511.6736,554.72802,575.93875,517.97191,580.24246,531.90505,549.83326,557.84134,541.73166,603.17351,509.20262,3,3,2,3,2,8.98566,2,7.75182,3,7.66218,3,8.4744,2,9.17103,2,2,1,3,4
"13",840,6,1,101,10116,12,2,1,1,2,1,3,3,1,1,1,1,1,1,1,1,NA,NA,6,7,NA,8,5,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,3,3,3,3,3,1,1,1,1,NA,NA,9,1,15,1,1,2,2,1,2,2,2,2,3,4,1,2,1,2,3,2,2,2,2,1,1,1,1,1,1,1,3,2,2,2,3,3,2,2,3,3,3,1,1,1,3,2,2,3,2,3,2,2,2,4,3,3,3,2,3,2,2,4,4,4,3,3,4,4,0,3,2,17.83,144.073321,0.899002,0.152167,1.4,1,1.153846,26.231837,1,3.4,72,1,470.5838,510.39356,490.6167,538.03457,471.21433,472.39296,442.314,506.05313,449.91199,504.87218,556.03981,478.39294,558.23898,510.0392,573.97962,487.15299,445.48452,498.2014,447.22736,551.1073,488.45296,492.97082,485.97902,570.16133,465.21497,503.64399,436.93813,452.31303,529.06941,502.57804,514.58609,454.13821,499.86225,522.06437,502.32601,1,2,2,2,1,8.98566,2,8.68135,2,9.42092,2,9.5793,2,7.44214,3,2,1,5,4
"14",840,4,2,201,20101,12,2,1,1,2,1,3,5,1,2,1,1,1,1,2,2,NA,NA,5,3,9,6,5,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,3,3,3,3,3,2,2,2,1,NA,300,570,1,480,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,4,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,2,4,2,2,3,2,1,2,2,3,4,4,4,4,3,4,4,0,3,2,17.42,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,537.13202,505.24192,511.58082,562.69966,544.85352,526.83712,486.66841,524.14087,548.38796,544.4095,542.96792,540.62535,568.99263,560.18405,544.85383,467.094,460.46805,443.52683,506.2167,482.21176,532.18799,509.01876,571.21807,562.67258,500.4176,546.56334,515.38995,545.8912,526.67602,491.98325,568.32671,559.90652,579.36476,615.02355,539.95927,2,2,2,3,2,9.51161,2,12.15065,1,12.65864,1,15.09728,1,8.34184,2,1,2,1,4
"15",840,5,2,201,20102,12,2,1,1,2,1,4,4,1,2,1,1,1,1,1,2,NA,NA,6,6,NA,10,4,1,2,2,1,2,2,2,2,2,2,2,1,2,NA,2,NA,NA,2,NA,NA,NA,NA,1,1,1,NA,300,420,2,NA,2,NA,NA,NA,NA,1,1,2,2,3,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,3,1,3,4,2,2,3,2,2,3,4,3,1,1,4,1,1,4,1,2,1,2,4,4,2,2,4,4,2,2,4,4,4,4,4,4,4,4,0,3,2,17.92,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,506.45464,514.92746,528.91622,522.59196,483.39487,496.55128,518.61962,449.29837,490.43003,483.85455,504.08291,565.86044,521.09452,530.81507,532.5313,508.34261,495.91418,486.84908,458.84208,485.19635,496.57481,516.1198,464.6256,511.74937,541.87256,514.18579,503.68895,524.29392,505.97962,527.96407,509.16505,526.74277,563.43669,529.46274,567.61921,2,2,2,2,2,11.62325,1,10.69789,1,9.22759,2,13.18781,1,7.02747,3,2,1,1,4
"16",840,1,2,201,20104,12,1,1,1,1,1,2,3,1,1,1,1,2,2,2,2,NA,NA,3,3,NA,11,5,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,3,2,2,1,NA,1200,840,2,NA,1,1,1,1,2,1,1,2,2,3,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,3,2,1,1,3,3,1,4,2,1,1,4,1,1,4,1,1,1,3,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,0,3,2,17.67,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,496.40378,510.16127,527.80355,429.28552,461.29567,468.71662,495.3334,462.70417,513.71405,512.31115,420.86643,549.93959,554.78171,495.27409,558.84685,443.49762,448.0572,464.47318,488.91689,463.41671,469.66989,534.52048,459.12897,482.90384,552.02075,480.70103,482.1501,493.06157,505.18424,501.39659,471.39675,480.43373,453.23774,507.07931,473.43877,2,2,2,1,1,7.93623,2,10.69789,1,10.02874,2,15.09728,1,7.02747,3,0,3,1,4
"17",840,2,2,201,20105,12,1,1,1,1,2,2,5,2,2,1,1,1,1,2,2,NA,NA,6,6,3,11,5,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,3,1,3,3,3,3,2,2,1,NA,840,780,2,NA,1,1,1,1,2,1,1,2,2,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,4,3,1,2,1,1,1,2,2,1,1,1,4,1,1,4,1,2,1,4,4,4,2,3,2,1,2,2,3,1,4,4,4,2,2,4,0,3,2,17.75,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,571.96961,521.46573,519.16001,574.01505,589.76633,556.41458,561.75657,590.97777,556.61709,606.23697,572.08029,537.43107,573.91043,505.58307,587.68285,528.58445,456.87283,507.53921,471.64634,533.58559,539.50344,598.95604,526.07539,557.76461,557.43514,608.99535,552.59297,585.82548,543.98631,514.04625,593.46331,549.72174,582.46795,551.87834,544.36625,3,2,2,3,3,9.51161,2,10.69789,1,11.53811,2,13.18781,1,7.44214,3,1,1,1,4
"18",840,4,2,201,20107,12,1,1,1,1,3,2,5,1,1,1,1,1,1,1,1,NA,NA,5,6,NA,9,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,1,3,3,3,2,2,2,2,3,780,300,1,300,2,NA,NA,NA,NA,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,2,1,2,1,2,2,3,1,2,4,3,1,2,2,1,1,2,3,2,2,2,2,2,2,2,3,4,4,3,4,4,4,3,0,3,2,19.42,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,474.77925,418.36515,509.70293,566.90263,503.59593,448.62798,448.98563,469.27086,426.35831,463.478,515.42857,490.4753,552.12904,522.54278,529.30141,407.67489,400.58031,430.04851,412.43506,449.66743,521.62299,452.32835,491.96751,533.1902,451.80277,497.72665,435.8151,490.52828,505.87857,458.69899,493.7726,429.39052,470.68879,507.52369,455.68857,1,1,2,3,2,10.07874,2,10.97836,1,9.82005,2,10.24631,2,8.59861,2,2,1,1,4
"19",840,5,2,201,20108,12,1,1,1,1,1,4,3,2,2,2,1,1,1,2,2,NA,NA,6,6,8,NA,6,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,1,3,1,3,1,3,2,2,2,4,780,300,2,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,1,1,1,1,4,1,1,1,3,1,1,4,1,1,1,2,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,0,3,2,18.08,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,539.22268,559.28994,497.84305,569.05676,537.23968,537.98306,560.69865,533.15659,534.32247,516.26789,607.34867,619.38996,606.35009,547.82416,571.42349,488.87436,518.25595,420.54436,444.84973,423.99659,607.80679,548.44566,542.55673,604.31262,598.62458,554.36212,523.74938,528.93077,526.95387,542.39021,564.65449,521.22412,501.28443,560.62956,538.87552,2,3,2,3,2,8.98566,2,14.19398,1,13.80785,1,13.18781,1,10.62626,1,1,1,5,4
"20",840,6,2,201,20109,12,2,1,1,2,3,3,2,1,2,1,1,2,1,1,2,NA,NA,3,5,7,NA,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,2,2,1,NA,780,300,1,600,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,3,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,4,4,3,4,4,4,4,0,3,2,17.5,147.045187,0.917547,0.155305,1.4,1,1.1,21.218641,1,4.5,74,1,550.27935,548.87214,511.19815,607.16949,577.42316,564.22011,574.62457,542.73866,607.27832,539.25191,599.63029,625.82407,598.20464,667.07186,600.2346,542.13503,560.74858,517.28971,617.11564,549.23892,540.82229,587.43447,504.80841,578.05668,561.47589,562.45769,587.66163,574.27024,569.83263,572.45465,559.40933,597.71764,582.59128,603.26907,585.94858,3,2,2,3,3,8.46945,2,14.19398,1,13.16494,1,15.09728,1,11.66983,1,2,2,4,4
"21",840,1,2,201,20110,12,1,1,1,1,2,2,4,1,2,1,1,1,1,2,2,NA,NA,2,2,6,NA,6,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,2,3,1,3,3,3,3,2,2,2,2,720,720,2,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,2,2,1,1,4,3,1,1,4,1,1,4,1,2,1,3,3,3,2,2,3,2,3,3,4,4,4,4,4,4,4,4,0,3,2,18.08,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,627.62037,632.50145,598.99137,589.26023,639.24295,615.70464,619.15223,575.39308,670.93037,600.999,680.13245,715.4139,682.69031,710.06984,694.86217,477.98123,572.96451,521.7812,560.79038,530.52404,659.92142,544.65971,688.73594,580.36541,596.46891,619.55856,585.70804,618.86796,542.80746,576.50764,591.71123,561.78913,593.02356,567.91422,541.88366,4,4,3,3,4,5.988,3,14.19398,1,10.96623,2,13.18781,1,7.44214,3,1,4,4,4
"22",840,2,2,201,20111,12,1,1,1,1,1,2,5,1,2,1,1,1,1,1,1,NA,NA,6,2,10,7,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,3,3,2,2,2,2,4,1040,560,2,NA,2,NA,NA,NA,NA,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,3,3,2,3,3,4,4,3,2,1,1,3,1,1,4,1,1,1,3,4,2,1,1,2,2,1,2,4,4,4,4,4,4,4,4,0,3,2,18.08,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,477.92404,484.77502,507.97652,456.21441,460.3228,500.69165,502.04554,468.49878,448.91294,447.62408,504.18367,471.27903,518.11665,456.44599,497.13015,440.1454,423.47303,445.39578,432.99949,414.13829,512.11054,431.0309,396.42781,503.57284,408.20604,486.57058,409.00328,422.56916,430.52652,414.61042,516.99707,446.27383,487.11081,477.79375,450.3389,2,2,2,1,1,10.07874,2,11.67448,1,8.46589,3,13.18781,1,8.8741,2,2,1,1,4
"23",840,3,2,201,20112,12,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,NA,NA,3,3,9,NA,4,1,2,2,1,2,1,2,1,2,2,2,2,2,3,1,1,2,3,2,2,2,2,2,2,1,NA,740,360,2,NA,2,NA,NA,NA,NA,1,1,2,2,3,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,3,3,2,2,3,1,1,1,4,3,1,1,4,1,1,4,1,1,1,3,4,4,2,2,4,2,2,3,3,2,4,4,4,4,4,4,0,3,2,18.08,32.676708,0.203899,0.034512,1.4,1,1.1,21.218641,1,1,74,1,508.49528,511.39526,481.0098,547.33953,488.46523,553.60604,493.57945,479.9974,476.52432,505.90304,551.0924,529.90178,540.60705,478.35599,539.17724,530.66455,462.14642,415.13158,416.34254,515.46273,515.65383,527.91166,516.94029,484.6082,513.78779,458.84333,487.28531,492.89263,459.58143,496.05688,497.10414,492.34744,532.82785,482.46371,521.9979,2,2,2,2,2,8.98566,2,10.69789,1,10.47196,2,15.09728,1,7.02747,3,2,3,1,4
